wavelet,error,signal_length,signal_type,decomposition_levels,wavelet_type,htid
db27,Max level too low for wavelet db27 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db27,Max level too low for wavelet db27 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db28,Max level too low for wavelet db28 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db28,Max level too low for wavelet db28 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db29,Max level too low for wavelet db29 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db29,Max level too low for wavelet db29 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db30,Max level too low for wavelet db30 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db30,Max level too low for wavelet db30 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db31,Max level too low for wavelet db31 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db31,Max level too low for wavelet db31 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db32,Max level too low for wavelet db32 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db32,Max level too low for wavelet db32 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db33,Max level too low for wavelet db33 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db33,Max level too low for wavelet db33 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db34,Max level too low for wavelet db34 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db34,Max level too low for wavelet db34 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db35,Max level too low for wavelet db35 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db35,Max level too low for wavelet db35 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db36,Max level too low for wavelet db36 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db36,Max level too low for wavelet db36 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db37,Max level too low for wavelet db37 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db37,Max level too low for wavelet db37 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db38,Max level too low for wavelet db38 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
db38,Max level too low for wavelet db38 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
dmey,Max level too low for wavelet dmey and signal length 459.,459,raw,0,SWT,mdp.39015056038212
dmey,Max level too low for wavelet dmey and signal length 459.,459,raw,0,SWT,mdp.39015056038212
haar,Max level too low for wavelet haar and signal length 459.,459,raw,0,SWT,mdp.39015056038212
haar,Max level too low for wavelet haar and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.1,Max level too low for wavelet rbio1.1 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.1,Max level too low for wavelet rbio1.1 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.3,Max level too low for wavelet rbio1.3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.3,Max level too low for wavelet rbio1.3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.5,Max level too low for wavelet rbio1.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio1.5,Max level too low for wavelet rbio1.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.2,Max level too low for wavelet rbio2.2 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.2,Max level too low for wavelet rbio2.2 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.4,Max level too low for wavelet rbio2.4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.4,Max level too low for wavelet rbio2.4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.6,Max level too low for wavelet rbio2.6 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.6,Max level too low for wavelet rbio2.6 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.8,Max level too low for wavelet rbio2.8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio2.8,Max level too low for wavelet rbio2.8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.1,Max level too low for wavelet rbio3.1 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.1,Max level too low for wavelet rbio3.1 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.3,Max level too low for wavelet rbio3.3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.3,Max level too low for wavelet rbio3.3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.5,Max level too low for wavelet rbio3.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.5,Max level too low for wavelet rbio3.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.7,Max level too low for wavelet rbio3.7 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.7,Max level too low for wavelet rbio3.7 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.9,Max level too low for wavelet rbio3.9 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio3.9,Max level too low for wavelet rbio3.9 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio4.4,Max level too low for wavelet rbio4.4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio4.4,Max level too low for wavelet rbio4.4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio5.5,Max level too low for wavelet rbio5.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio5.5,Max level too low for wavelet rbio5.5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio6.8,Max level too low for wavelet rbio6.8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
rbio6.8,Max level too low for wavelet rbio6.8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym2,Max level too low for wavelet sym2 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym2,Max level too low for wavelet sym2 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym3,Max level too low for wavelet sym3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym3,Max level too low for wavelet sym3 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym4,Max level too low for wavelet sym4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym4,Max level too low for wavelet sym4 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym5,Max level too low for wavelet sym5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym5,Max level too low for wavelet sym5 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym6,Max level too low for wavelet sym6 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym6,Max level too low for wavelet sym6 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym7,Max level too low for wavelet sym7 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym7,Max level too low for wavelet sym7 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym8,Max level too low for wavelet sym8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym8,Max level too low for wavelet sym8 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym9,Max level too low for wavelet sym9 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym9,Max level too low for wavelet sym9 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym10,Max level too low for wavelet sym10 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym10,Max level too low for wavelet sym10 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym11,Max level too low for wavelet sym11 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym11,Max level too low for wavelet sym11 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym12,Max level too low for wavelet sym12 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym12,Max level too low for wavelet sym12 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym13,Max level too low for wavelet sym13 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym13,Max level too low for wavelet sym13 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym14,Max level too low for wavelet sym14 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym14,Max level too low for wavelet sym14 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym15,Max level too low for wavelet sym15 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym15,Max level too low for wavelet sym15 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym16,Max level too low for wavelet sym16 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym16,Max level too low for wavelet sym16 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym17,Max level too low for wavelet sym17 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym17,Max level too low for wavelet sym17 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym18,Max level too low for wavelet sym18 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym18,Max level too low for wavelet sym18 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym19,Max level too low for wavelet sym19 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym19,Max level too low for wavelet sym19 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym20,Max level too low for wavelet sym20 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
sym20,Max level too low for wavelet sym20 and signal length 459.,459,raw,0,SWT,mdp.39015056038212
