signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,morl,6162858.531548585,0.6818181818181818,230.44226625728206,-10.78076468648655,47,22,2251.85152390669,,False,8.95310551030716,53292.53302517092,0.11015798119841025,7.689109869092231e-07,0.7075814776199428,6,3843.216850297478,213.49271247382967,9943.003532885858,"[1, 13, 28, 32, 36, 41]","[213.49271247382967, 9943.003532885858, 8017.63394636341, 404.3084811515846, 761.1291767127445, 3719.733252197441]","[0, 9, 22, 31, 34, 39]","[9, 22, 45, 39, 39, 45]",0.05,10,401291896.32409555,6279.193771941184,-6279.193771941184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,5049.860438607851,,0.0,-6.0,0.0,209.82604580716304,,,3499.6410927217203,,,,,,,,,,,10.0,,,,0.0,-1.5,3385.179813260441,18936.967768451534,3385.179813260441,,,,,,,8713.670199552524,5049.860438607851,0.0,-6.0,,,,,,5.0,,0.3698265941019906,0.8281137166423503,0.4842878917961382,0.9882511114867474,0.14374999999999996,1.0,0.8543193109877865,,0.09394278425293912,0.9757150577051904,0.9757150577051904,0.9757150577051905,0.9757150577051903,1.0,,,0.0,0.0,0.858955307039588,0.858955307039588,0.0,2.2377660388789837,0.8178688340302372,4,2.1440487396844663,0.9896933310756015,2,0,0,0.6104285117411706,0.7002590474230732,7,1,0.11111111111111112,0.5783193998346134,0.9744795285829019,2,2.362907813126304,0.8182378605287459,3.75,2.871794871794872,0.7648881610336038,2,morl,0.15384615384615385,,,6,3.0,0.0024510181063386906,0.025277442879380912,0.018834774836522912,0.9079147678570526,0.36790054802570227,0.9882716181111757,0.16909090909090874,1.0,0.019073910165667257,,0.061198134779283236,0.18073328670671643,0.17898854959566005,0.17898854959565996,0.4051198709020899,0.14916605753406417,0.25,,0.2285714285714286,0.27419354838709675,0.07516422561263364,0.07516422561263364,0.12903225806451613,0.6632641599750823,0.23735547166705387,19,1.711334536800072,0.8834475341844121,3,11.313708498984761,0.5809737592968607,11.0,5.1818181818181825,0.5867831759447266,11,9.0,9.0,2.8284271247461903,2,0.3673469387755102,0.16,0.6948571428571428,1,8.5
raw,gaus4,17.69440868505425,0.6693840579710145,647.7485409031434,-17.174034899260285,48,23,7542.482057614678,,False,9.166971518635176,332762.24061254895,0.07738643165349052,3.260234418518085e-07,0.6212653368267247,4,13889.564893450364,3361.730253366798,31937.179679945817,"[8, 17, 38, 43]","[5161.55698083847, 31937.179679945817, 3361.730253366798, 15097.792659650375]","[0, 0, 26, 26]","[11, 26, 40, 47]",0.05,10,4736716048.936537,22633.662534181796,-22633.662534181796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,21327.662534181796,,0.0,-1.0,0.0,3224.730253366798,,,13119.73156011703,,,,,,,,,,,10.0,,,,0.0,3.5,13119.73156011703,46320.25957380146,13119.73156011703,,,,,,,30635.179679945817,21327.662534181796,0.0,-1.0,,,,,,8.0,,0.09365968283563185,0.7629657341067292,0.1706292278409501,0.8066012162932702,0.12333333333333331,0.9986830120461464,0.0847494094897408,,0.9999999999999999,1.0,1.0,0.9999999999999998,0.9999999999999999,0.6847642185506497,1.0,,0.6206896551724138,0.9310344827586208,0.3307834432589013,0.3307834432589013,0.6206896551724137,2.854005831406471,1.0,1,1.4571988693295252,0.696305133167394,7,0,0,0.7932287415143248,1.0,1,1,0.125,0.428124516563686,0.7506840196969866,7,3.4641016151377544,0.7525641703473033,4.0,1.75,0.7334249423165088,3,gaus,0.875,1.0,0.0875,1,2.5,,0.26583357316337725,0.004982787584269824,0.5364978710087519,0.5642540355886418,1.1022123794927037e-06,0.12333333333333327,0.8721081617980689,0.1687120225790911,,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.7046857014852395,1.0,,0.5142857142857142,0.4354838709677419,0.4725184364978353,0.4725184364978353,0.2903225806451613,2.7943916999961314,1.0,1,1.1509326068142534,0.5941495082567113,19,12.727922061357855,0.5285954792089683,10.0,1.9000000000000001,0.579112554419299,12,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,9.75
smoothed,gaus3,4415325.891220051,0.6595744680851063,153.17078862758328,-10.300343187670356,47,22,1868.1568142559752,,False,8.552392374805937,35001.234562631456,0.12826402237420917,1.0548383203413976e-06,0.2343939047686569,6,3374.9400098868864,279.9681984464844,7883.935102277078,"[6, 16, 29, 33, 37, 43]","[4256.292534900376, 7883.935102277078, 279.9681984464844, 524.7021097050032, 2528.518672856332, 4776.223441136046]","[0, 11, 25, 25, 25, 25]","[11, 25, 30, 34, 40, 46]",0.05,10,309456504.2054805,5409.077009050548,-5409.077009050548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,4179.743675717215,,0.0,16.5,0.0,276.30153177981776,,,3031.364252311129,,,,,,,,,,,10.0,,,,0.0,16.5,2916.9029728498494,16127.306725987986,2916.90297284985,,,,,,,6654.601768943745,4179.743675717215,0.0,3.0,,,,,,5.0,,0.11458008785218915,0.8802106625666013,0.0,0.7075275484514632,0.0,0.01906981820314868,0.4156547929450205,,0.49107137622116515,0.7604201816368439,0.7604201816368439,0.7604201816368441,0.7604201816368439,0.6501920029433038,,,0.6666666666666666,0.8,0.6162278136645655,0.6162278136645655,0.8333333333333334,2.0968301274287424,0.7663589408742302,5,1.0936169916334406,0.5048138241157073,13,0,0,0.7013999757309979,0.8046178535582788,4,1,0.11111111111111112,0.2630177036354239,0.4431899879563144,13,4.924428900898052,0.621197776853996,8.75,6.62420382165605,0.47406042688853645,12,gaus,0.5096153846153846,1.0,0.34326923076923077,1,9.25,0.011543163509413054,0.00783148554481572,0.027777590731830493,0.9358248445988435,0.0,0.7080380327166578,0.08723404255319114,0.2988932550722203,0.009280092441543444,,0.08189773447671322,0.14085386673090594,0.13949411185121963,0.13949411185121957,0.3440822303020092,0.09698657771922928,0.25,,0.7428571428571429,0.8548387096774193,0.05392397722612663,0.05392397722612663,0.8548387096774194,0.8233632695630276,0.29464848094279966,18,1.0843596020274109,0.5597823195759082,22,2.8284271247461903,0.8952434398242152,20.0,19.8,0.5772513495417373,13,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,10.5
smoothed,gaus8,6235996.553674321,0.7059961315280464,231.68138443498495,-11.149943391186213,47,22,2416.9291009077842,,False,8.887033330693928,53490.935074256646,0.11051519419935273,8.754735017259044e-07,0.6859173359552245,6,3679.670387042034,321.53714236972064,8919.903242639455,"[1, 13, 28, 32, 36, 41]","[321.53714236972064, 8919.903242639455, 8253.870166617819, 546.7641406327534, 831.023123170728, 3204.9245068217283]","[0, 9, 22, 30, 34, 39]","[9, 22, 45, 39, 39, 45]",0.05,10,433651563.08203846,6784.803375349408,-6784.803375349408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,5555.470042016075,,0.0,-6.0,0.0,317.870475703054,,,3336.0946294662763,,,,,,,,,,,10.0,,,,0.0,3.0,3221.633350004997,17955.68898891887,3221.6333500049973,,,,,,,7690.569909306122,5555.470042016075,0.0,-6.0,,,,,,5.0,,0.4796416990015828,0.7880799482483142,0.40443536454807505,1.0,0.3000000000000002,0.9550896692117405,0.8590774171123532,,0.7394067727706806,0.9005229651235372,0.9005229651235372,0.9005229651235376,0.9005229651235374,0.8261890386938691,,,0.0,0.2,1.0,1.0,0.0,2.3156487023510914,0.846333741468466,3,2.1663768688370446,1.0,1,0,0,0.6697897883598818,0.7683559174402812,5,1,0.11111111111111112,0.5934649039529968,1.0,1,1.9148542155126762,0.8527035218836403,2.5,1.5789473684210527,0.830197914787974,1,gaus,0.5096153846153846,1.0,0.34326923076923077,1,1.0,0.005839577946352599,0.03278324447845993,0.022167680928107274,0.8864673388702315,0.30723872056013685,1.0,0.25806576402321063,0.9679009409467764,0.019180141743967608,,0.09484176168412414,0.16680533313121265,0.16519505170304155,0.1651950517030415,0.3838023736779109,0.12323936167982283,0.25,,0.2285714285714286,0.4193548387096774,0.08750656174613916,0.08750656174613916,0.12903225806451613,0.6567337301847623,0.23501849443142547,20,1.7000437799097594,0.877618871746223,4,11.313708498984761,0.5809737592968607,12.0,6.666666666666667,0.5682646574262081,14,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,11.25
raw,gaus6,17.63552180900227,0.6639492753623188,628.3154364055258,-16.964920727914695,48,23,7279.711300262286,,False,9.154371030735337,362140.0061974759,0.07756009081134643,2.817092086867097e-07,0.5713868085100017,4,12980.434926191043,2996.1558154857903,26276.015299141225,"[6, 17, 38, 43]","[7694.292405379107, 26276.015299141225, 2996.1558154857903, 14955.276184758046]","[0, 0, 26, 26]","[11, 26, 40, 47]",0.05,10,4397396654.726997,18893.468677524485,-18893.468677524485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,17587.468677524485,,0.0,-5.5,0.0,2859.1558154857903,,,12210.601592857709,,,,,,,,,,,10.0,,,,0.0,3.5,12210.601592857709,42683.73970476417,12210.601592857707,,,,,,,24974.015299141225,17587.468677524485,0.0,-1.0,,,,,,8.0,,0.07890999576399813,0.7802423665101721,0.1486101275226035,0.7996907557633058,0.10333333333333322,0.9140535154985824,0.10206808838491337,,0.8861648860022971,0.9219780046499629,0.9219780046499629,0.9206892166415483,0.9209995122377007,0.531625234158098,1.0,,0.6206896551724138,0.9310344827586208,0.2149495748146627,0.2149495748146627,0.31034482758620685,2.52477661601724,0.8846431174855081,3,1.4137508351649888,0.6755440072486517,9,0,0,0.6996169144571779,0.8819863399321161,3,1,0.125,0.4118797403967012,0.7222000310434288,11,4.123105625617661,0.7054924553130242,6.5,4.604651162790698,0.6206033705136549,9,gaus,0.875,1.0,0.0875,1,7.0,,0.2538858258886901,0.0035967919748951145,0.5486463543393956,0.5526853446897438,1.0927693052817258e-06,0.1033333333333332,0.7982047572365205,0.1844419327257143,,0.8861648860022969,0.9225766199645065,0.9233240386988903,0.92332403869889,0.9209995122377008,0.5612244118333363,1.0,,0.5142857142857142,0.4354838709677419,0.3812173032278928,0.3812173032278928,0.14516129032258066,2.514224974925912,0.8997396374063782,3,1.1171678260104647,0.5767190107695511,20,12.020815280171307,0.5547846192529146,11.5,5.217391304347826,0.5644293466634943,15,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,12.0
smoothed,gaus6,5668613.175051386,0.7021276595744681,208.12796640264085,-10.910606820228617,47,22,2353.2133748499928,,False,8.799317498442747,48134.73505002376,0.11442325179546865,9.859891628791478e-07,0.6777929720019761,6,3436.029736266113,334.3369098606554,8017.646199061,"[1, 13, 28, 32, 36, 41]","[334.3369098606554, 8017.646199061, 7921.44126926575, 640.2921878227926, 770.4903746781661, 2931.971476908316]","[0, 9, 22, 30, 34, 39]","[9, 22, 45, 45, 45, 45]",0.05,10,410923504.1558426,6653.334309038701,-6653.334309038701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,5424.000975705368,,0.0,-6.0,0.0,330.67024319398877,,,3092.4539786903556,,,,,,,,,,,10.0,,,,0.0,3.0,2977.992699229076,16493.845084263347,2977.9926992290766,,,,,,,6788.312865727667,5424.000975705368,0.0,-6.0,,,,,,5.0,,0.4372558749066261,0.8140336252290438,0.29842507510514654,0.9088555601318645,0.27500000000000036,0.9382476508095615,0.7306242672726797,,0.8158733614209177,0.7885067832683332,0.7885067832683332,0.7885067832683335,0.7885067832683332,0.6729077176106444,,,0.0,0.2,0.9633254313870017,0.9633254313870017,0.0,2.090455536362065,0.7640291265538132,6,2.003592175386794,0.9248585526406414,3,0,0,0.6154053704435362,0.7059682996402361,6,1,0.11111111111111112,0.5459189315121337,0.9198841041413481,3,1.7320508075688772,0.8667653224947017,4.5,4.0,0.7603057381704278,3,gaus,0.5096153846153846,1.0,0.34326923076923077,1,2.5,0.009353843086591606,0.029886196876847265,0.025624227734521967,0.9003715918626631,0.22670554134360105,0.9090146445248263,0.24382978723404244,0.9558633332565576,0.01631224000157805,,0.09882744241147554,0.14605639362151282,0.14464641533305267,0.1446464153330526,0.35204498318943167,0.10037499132022518,0.25,,0.2285714285714286,0.4193548387096774,0.0842972963432928,0.0842972963432928,0.12903225806451613,0.6107809841428876,0.21857386140380147,21,1.6111383196320934,0.8317229303222289,7,9.899494936611665,0.6333520393847532,14.0,10.5,0.5574167604331173,16,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,12.75
smoothed,gaus4,4948927.1874798685,0.7147001934235977,183.10772005684174,-10.42524874170706,47,22,2201.7954342341627,,False,8.66878504994289,41405.29039376816,0.1213945156645294,1.1629637772176251e-06,0.675479163575795,6,3105.1796993799057,338.61226060981517,7370.528923820837,"[1, 13, 28, 32, 36, 41]","[338.61226060981517, 6976.7100501075165, 7370.528923820837, 606.2070746037627, 694.1933208266976, 2644.826566310807]","[0, 9, 22, 30, 34, 39]","[9, 22, 45, 45, 45, 45]",0.05,10,369288920.6011602,6275.185777233031,-6275.185777233031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,5045.852443899698,,0.0,-6.0,0.0,334.94559394314854,,,2761.6039418041482,,,,,,,,,,,10.0,,,,0.0,3.0,2647.142662342869,14508.744862946103,2647.1426623428692,,,,,,,6141.195590487504,5045.852443899698,0.0,-6.0,,,,,,5.0,,0.33652761529389025,0.8666658942531033,0.14066811958156017,0.7932452361612281,0.3562500000000004,0.9334510655855235,0.5692377695957951,,0.8414145665485124,0.636395229713457,0.636395229713457,0.6363952297134572,0.6363952297134571,0.5629712072220017,,,0.0,0.2,0.8578372381200347,0.8578372381200347,0.0,1.7879981904224085,0.6534856503504349,8,1.8359844599922406,0.8474907973781287,7,0,0,0.533240106260401,0.6117116118848912,8,1,0.11111111111111112,0.49582283488178613,0.8354711990198093,7,0.5773502691896257,0.9555884408315672,7.5,7.466666666666667,0.6893326819542451,4,gaus,0.5096153846153846,1.0,0.34326923076923077,1,3.25,0.014981423027633297,0.023001476120399433,0.031159380233495935,0.9285684590972986,0.1068618050553824,0.7936061079395268,0.29009671179883934,0.9524350380367756,0.012709053793506273,,0.10015873089743138,0.11788052321453586,0.11674254510728826,0.11674254510728824,0.30892026742027867,0.08397619548649866,0.25,,0.2285714285714286,0.4193548387096774,0.07506638724568832,0.07506638724568832,0.12903225806451613,0.552531167990641,0.19772860332766015,22,1.525719610313651,0.7876269651571146,10,8.48528137423857,0.6857303194726456,16.0,13.75,0.5465688634400265,17,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,13.5
smoothed,fbsp,22614.502704392733,0.7640232108317214,275.3740548592995,-18.41736652333959,47,22,3199.1483373212595,-20528.077661316227,True,9.260189260725848,59367.08169129077,0.09835622278967106,3.18929590470259e-06,0.5215195120947593,6,2954.337135669593,365.1579286127758,7135.712607069092,"[1, 13, 28, 32, 36, 41]","[365.1579286127758, 6651.842831313506, 7135.712607069092, 502.48784543511056, 675.3301847030318, 2395.491416884038]","[0, 9, 22, 30, 34, 39]","[9, 22, 45, 45, 45, 45]",0.05,10,647150638.952474,5870.307576870507,-5870.307576870507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,4640.974243537174,,0.0,-6.0,0.0,361.49126194610915,,,2610.7613780938354,,,,,,,,,,,10.0,,,,0.0,3.0,2496.300098632556,13603.689480684225,2496.3000986325555,,,,,,,5906.379273735759,4640.974243537174,0.0,-6.0,,,,,,5.0,,1.0,0.0,0.8554185808590211,0.001882592865421806,0.675,0.6142886919698154,1.0,0.0,1.0,0.5670438797056958,0.5670438797056958,0.5670438797056956,0.5670438797056957,0.5230790772577376,,,0.0,0.2,0.7448925450771104,0.7448925450771104,0.0,1.673357988247687,0.6115864317294393,9,1.6681909681139016,0.7700372876531961,9,0,0,0.4982763351122492,0.571602579283045,9,0,0.0,0.46955624598964113,0.7912114816933313,8,0.5,0.9615384615384616,8.75,8.727272727272728,0.6442307692307692,5,fbsp,0.38461538461538464,,,4,4.75,0.07941634821251299,0.06834944615262012,0.094536025415771,0.4642665467881315,0.6498385981160967,0.0036247167080654024,0.4716054158607347,0.7243179946206576,0.022326441554520765,0.9285241120325577,0.10842470584025761,0.10503445988337254,0.1040204932619628,0.1040204932619627,0.2892586625822688,0.07802564373309288,0.25,,0.2285714285714286,0.4193548387096774,0.06518298549002893,0.06518298549002893,0.12903225806451613,0.5267644713689729,0.18850774262237543,23,1.5128668125828657,0.7809919255325039,11,8.48528137423857,0.6857303194726456,17.0,14.882352941176471,0.5280503449215079,18,11.5,11.5,9.192388155425117,2,0.46938775510204084,0.5199999999999999,0.5154285714285713,2,14.0
raw,gaus2,18.61980532001468,0.6784420289855072,988.4545330890716,-22.135217476746355,48,23,14304.912530137874,,False,9.06932849554684,400893.7905542515,0.07615115817638861,4.2870408728895446e-07,0.5999067143834201,6,8761.197919024036,73.96757955625071,37198.296026279655,"[8, 17, 30, 35, 38, 43]","[1738.457908862676, 37198.296026279655, 423.8583590831622, 73.96757955625071, 11186.682231059174, 1945.9254093032923]","[0, 0, 26, 26, 26, 40]","[10, 47, 31, 36, 47, 47]",0.05,20,14405394264.263317,35243.43316198999,-35243.43316198999,0.47916666666666663,682172.7840769638,0.043628588973991946,0.07553604040836938,1468608.3863494366,20355684150.82176,2.0,224857.51117155884,0.041666666666666664,"[0.0, 0.020833333333333332, 0.041666666666666664, 0.0625, 0.08333333333333333, 0.10416666666666666, 0.125, 0.14583333333333331, 0.16666666666666666, 0.1875, 0.20833333333333331, 0.22916666666666666]","[682172.7840769638, 209541.33327905257, 224857.51117155884, 64475.29882306031, 105302.58580168746, 34436.6243990197, 26380.681336797985, 24505.26415864896, 18507.16614016088, 4978.993996855461, 5194.425147431025, 9948.460888636137]",3.0,0.3,6469.08337253509,15.0,0.5,3762405112.943587,0.07252607098012641,0.07597848295094894,6924820483.669506,3.429094334696047e+17,"[0.03125, 0.0625]",1.0,3762405112.943587,0.03125,"[0.0, 0.03125, 0.0625, 0.09375, 0.125, 0.15625, 0.1875, 0.21875]","[7.444625512977249e-23, 3762405112.943587, 1305239435.8906274, 853491758.9673438, 236320157.21130586, 190684944.66995528, 167595518.17102417, 84819343.30228367]",3.0,0.3,boxcar,32.0,16.0,6469.08337253509,15.0,CWT,mdp.39015083020449,0.0,0.0,33937.43316198999,0.0,0.0,0.0,0.0,63.03242044374929,,218216.91564811429,7991.364585690703,0.07266379385384711,0.0,3.4290925847507136e+17,8.0,0.10109607950340552,0.03125,16.0,20327512179.80319,0.0,6398.683372535091,0.0,0.0,653671.7840769638,1374606.2150271516,0.0,4.5,7991.364585690703,43329.187514144214,8046.898999324758,,0.11888043213000736,3758788884.120954,6398.683372535091,2.0,3758788884.120954,35896.296026279655,33937.43316198999,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,6907396504.469256,6.0,0.07262112687788792,0.47324428470833957,0.3530818552377991,0.0,0.9151978569914655,0.1566666666666664,0.9624435814669501,0.12491408548117033,,0.015488513575353816,0.5598809426135196,0.5598809426135196,0.557455656801672,0.9350213500393542,0.827081586472425,0.5,,0.6896551724137931,1.0,0.7213082577451111,0.7213082577451111,0.689655172413793,2.184283139759291,0.7653394102151723,6,1.309031060496829,0.6255049095110022,10,0,0,0.6480613210361378,0.8169917290174672,5,1,0.125,0.42025690436462737,0.7368887556499489,8,2.217355782608345,0.841617444099404,7.25,6.76056338028169,0.6618801506211305,7,gaus,0.875,1.0,0.0875,1,5.5,,0.5733099874433663,0.00819428225717619,0.24827807483212738,0.474606558322513,1.2506085873473566e-06,0.15666666666666634,0.840461780708359,0.20519209985505038,,0.015488513575353802,0.5632577084446425,0.5674738686104286,0.5721576373828091,0.9350213500393543,0.8380092521337528,0.5,,0.5714285714285714,0.46774193548387094,0.7803330559309173,0.7803330559309173,0.32258064516129037,2.082595021586393,0.7452766988927416,6,1.0416502491670196,0.5377343379219666,23,12.020815280171307,0.5547846192529146,14.5,9.517241379310345,0.5088737911079387,19,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,15.0
raw,gaus7,17.697134734177023,0.7146739130434783,733.6538869196726,-17.677336798951856,48,23,8251.215961005795,,False,9.263177714834786,404345.92268604337,0.07230211364573601,1.667095094497353e-07,0.08117233449896587,8,6279.167565177754,243.8917072511249,34110.10581374336,"[3, 9, 22, 30, 33, 35, 39, 46]","[647.520419311174, 11062.313590416394, 34110.10581374336, 913.5295021433321, 243.8917072511249, 429.4385207514679, 1989.9301822349798, 836.6107855701994]","[1, 1, 13, 29, 32, 32, 32, 32]","[4, 13, 32, 32, 34, 37, 41, 47]",0.05,20,4688576175.054223,22181.969161848203,-22181.969161848203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CWT,mdp.39015083020449,,,20875.969161848203,,0.0,-8.0,0.0,106.8917072511249,,,5509.334231844421,,,,,,,,,,,0.0,,,,0.0,-8.0,5509.334231844421,40995.34052142203,5522.040106665809,,,,,,,32808.10581374336,20875.969161848203,0.0,-8.0,,,,,,4.0,,0.13344189984259341,0.7213838467914236,0.33874762946195924,0.8069211221216767,0.2899999999999999,0.08230074459789272,0.12694917449164586,,0.029145723697907973,0.34687183753447925,0.34687183753447925,0.3371917299068124,0.8843203893880823,0.7435435930584954,0.0,,0.13793103448275862,0.13793103448275879,0.31679449170365104,0.31679449170365104,0.13793103448275862,1.3138465402999566,0.4603517364407364,11,1.2453972214552655,0.5950982370242364,11,0,0,0.3112772664979862,0.39241803808537984,12,1,0.125,0.3508563453295988,0.6152001145887137,13,0.9574271077563381,0.9316123494459758,11.75,11.69335604770017,0.5461633175801308,11,gaus,0.875,1.0,0.0875,1,8.5,,0.29805851953122525,0.0,0.507258557865409,0.6525823412256219,1.102649527561934e-06,0.28999999999999987,0.0718698027503486,0.20704049530535706,,0.02914572369790798,0.3518828926690924,0.3581395927495029,0.35921120539146467,0.8843203893880824,0.7597504840112353,0.0,,0.11428571428571427,0.06451612903225806,0.4614922388286492,0.4614922388286492,0.06451612903225808,1.3669295667217576,0.48916891884686386,10,0.9476285317384698,0.4891972152052409,24,9.899494936611665,0.6333520393847532,17.0,14.117647058823529,0.5018612048775617,20,14.5625,14.5,6.271297048192397,16,0.5943877551020408,0.3547581335689618,0.47750113135788286,3,15.75
