wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,relative_num_peaks_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
db24,1,symmetric,1.362210249665092e-28,336.3738260560442,107682.6215527076,0.6506849315068494,17.14242492190825,100,smoothed,5.550560011613466e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999957, 17.866666666666674, 5.866666666666619, 21.46666666666669, 8.60000000000002, 1.4666666666666388, 17.000000000000004, 21.599999999999955, 6.9333333333332785, 2.066666666666661, 13.73333333333335, 18.866666666666674, 3.9333333333333362, 4.4666666666666455, 26.0, 18.266666666666648, 7.06666666666672, 1.4000000000000423, 8.533333333333339, 4.866666666666688, 443.46666666666664]",22,4.653409687998877,3410.6559142169144,0.5168369963343583,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000423,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999957, 18.799999999999947, 2.333333333333332, 8.866666666666621, 10.266666666666708, 29.466666666666693, 10.53333333333336, 40.66666666666662, 8.666666666666632, 5.53333333333336, 12.666666666666686, 13.73333333333335, 4.199999999999988, 6.133333333333332, 47.60000000000001, 18.266666666666648, 8.066666666666666, 13.26666666666669, 1.4000000000000423, 16.86666666666668, 8.13333333333334, 19.39999999999998]","[0, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.46666666666664,-443.46666666666664,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333794,183.60000000000008,15.434782608695652,0.0,0.0,15.434782608695652,51.200000000000045,23.425724637681174,0.0,0.0,0.0,-15.0,0.0,-15.0,7.0,0.8837508283555594,0.9652712514428063,0.1654604561550333,0.5869605020056928,0.2738901362885377,,0.9999999990063704,0.9999999990063704,0.9213025780226637,0.09062499995433133,1.0,0.0,0.0,0.0,1.3217032727877869,0.9999999993836431,133,1.4399566061299476,0.7738760609744134,58,0,0,0.501490946998717,0.999999999392456,133,0,0,0.5750666348495259,0.7447917259621568,67,40.86869217383889,0.9452895687097204,97.75,84.7379595851949,0.9072164041674439,27,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,20.75,27
db20,1,antireflect,1.394160811144894e-28,336.2731387845365,113144.86104410475,0.6086956521739131,14.063712535328298,100,smoothed,5.2330362265706704e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999943, 17.866666666666674, 5.866666666666613, 21.46666666666669, 8.600000000000023, 1.466666666666641, 17.0, 21.599999999999966, 6.9333333333332785, 2.0666666666666615, 13.733333333333356, 18.866666666666674, 3.9333333333333353, 4.466666666666638, 26.000000000000004, 18.26666666666666, 7.066666666666721, 1.4000000000000297, 8.533333333333307, 4.866666666666671, 443.46666666666664]",22,4.387006011199051,3576.313728837913,0.5324299751969932,5.533355965637545e-05,0.9999999999999999,23,27.96521739130434,1.4000000000000297,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999943, 18.799999999999955, 2.3333333333333144, 8.866666666666614, 10.266666666666705, 29.466666666666697, 10.533333333333362, 40.66666666666663, 8.66666666666663, 5.533333333333362, 12.66666666666669, 13.733333333333356, 4.1999999999999895, 6.133333333333326, 47.60000000000002, 18.26666666666666, 8.066666666666665, 13.266666666666708, 1.4000000000000297, 16.866666666666674, 8.13333333333333, 19.399999999999952]","[4, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.46666666666664,-443.46666666666664,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333668,183.60000000000008,15.43478260869566,0.0,0.0,15.43478260869566,51.20000000000016,23.42572463768117,0.0,0.0,0.0,-15.0,0.0,-15.0,7.0,0.8828377157634387,0.8626424956448702,0.1983796230500237,0.3583918854667445,0.30808198476566484,,0.9999999990063887,0.9999999990063887,0.9213025780226605,0.09062499995433666,1.0,0.0,0.0,0.0,1.3217032727877998,0.9999999993836529,71,1.326803236898474,0.7130640314354247,125,0,0,0.5014909469987219,0.9999999993924656,62,0,0,0.5220667409381484,0.6761494503197959,145,40.549352645880795,0.9457170647310833,100.75,88.6719558564278,0.9054221200496113,28,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,21.5,28
sym8,1,antireflect,2.610729185761577e-22,273.54864925077214,175698.3040219027,0.6666666666666666,13.183125372000767,100,smoothed,6.7879866311182334e-12,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333330984, 12.999999999946898, 17.866666666663445, 5.86666666666507, 21.46666666666752, 8.599999999994067, 1.466666666672444, 17.000000000001577, 21.59999999999402, 6.933333333337867, 2.066666666667069, 13.733333333334606, 18.86666666666196, 3.9333333333307596, 4.466666666664503, 25.999999999996625, 18.266666666667962, 7.066666666668265, 1.4000000000053308, 8.533333333331564, 4.866666666660301, 443.4666666666328]",22,3.508883502765541,5406.803031855054,0.5018857195107934,5.533355965638794e-05,1.0,23,27.96521739129742,1.4000000000053308,325.33333333334224,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333334224, 12.999999999946898, 18.79999999999747, 2.333333333330826, 8.866666666666447, 10.266666666670645, 29.4666666666607, 10.533333333337435, 40.666666666660035, 8.66666666667361, 5.533333333334561, 12.666666666665307, 13.733333333334606, 4.2000000000026425, 6.133333333336956, 47.59999999999601, 18.266666666667962, 8.066666666672388, 13.266666666666133, 1.4000000000053308, 16.86666666666646, 8.13333333324966, 19.39999999995638]","[4, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 53, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 58, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.08888884075,443.4666666666328,-443.4666666666328,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333386679,183.5999999999911,15.43478260870258,3.382183422218077e-11,0.0,15.43478260870258,51.20000000015932,23.42572463767887,0.0,3.382183422218077e-11,0.0,-15.0,0.0,-15.0,7.0,0.31400194963343164,0.5243565471877485,0.5753691769656992,0.67395706763872,0.6858958116047801,,0.9999999990241646,0.9999999990241646,0.9213025780205051,0.09062499996179736,1.0,0.0,0.0,0.0,1.3217032728015492,0.9999999993940558,17,1.282205183554183,0.6890956939853363,165,0,0,0.5014909470038289,0.9999999994026494,17,0,0,0.554716110606076,0.7184349506651866,86,70.45743395838369,0.9056794726126055,71.25,29.556161362452904,0.9051489732540939,29,sym,458.7719298245614,495.0,201.07511188407943,171,0.9478214905988069,0.9251091181227712,0.05899222114400378,5,23.0,29
bior3.1,1,periodic,6.987249186333603e-29,339.2732051754225,205541.4221612482,0.6274509803921569,5.940686911460634,100,smoothed,2.5235369349729813e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999943, 17.86666666666667, 5.866666666666616, 21.466666666666697, 8.600000000000023, 1.4666666666666401, 16.999999999999996, 21.599999999999962, 6.9333333333332785, 2.066666666666662, 13.733333333333345, 18.86666666666667, 3.9333333333333362, 4.466666666666638, 25.999999999999996, 18.26666666666665, 7.066666666666718, 1.4000000000000337, 8.533333333333301, 4.8666666666666725, 443.4666666666666]",22,2.204307798195449,4389.198575601264,0.8034208298740355,5.533355965637545e-05,1.0,23,27.965217391304336,1.4000000000000337,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999943, 18.79999999999995, 2.3333333333333144, 8.866666666666616, 10.266666666666705, 29.46666666666669, 10.53333333333336, 40.66666666666662, 8.666666666666627, 5.533333333333359, 12.666666666666684, 13.733333333333345, 6.133333333333324, 4.199999999999987, 47.60000000000002, 18.26666666666665, 8.066666666666661, 13.266666666666705, 1.4000000000000337, 16.86666666666667, 8.133333333333322, 19.39999999999998]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333708,183.60000000000008,15.434782608695663,5.684341886080802e-14,0.0,15.434782608695663,51.20000000000027,23.42572463768117,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9100447138049595,0.02178472455916622,0.7552240859720316,0.46048650322826584,0.47586178781011534,,0.9999999990063978,0.9999999990063978,0.9213025780226605,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878077,0.999999999383659,42,1.309070549963927,0.7035339512531604,136,0,0,0.5014909469987248,0.9999999993924714,47,0,0,0.5246803630749077,0.6795344565508725,135,52.58009762891913,0.929611649760483,90.0,66.83769526333406,0.9045648610248198,30,bior,379.84444444444443,396.0,199.52349454543415,135,0.7847575322812052,0.9179704159016546,0.17527860263265999,4,23.5,30
bior3.1,1,constant,6.987249186333603e-29,339.2732051754225,205541.4221612482,0.6274509803921569,5.940686911460634,100,smoothed,2.5235369349729813e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999943, 17.86666666666667, 5.866666666666616, 21.466666666666697, 8.600000000000023, 1.4666666666666401, 16.999999999999996, 21.599999999999962, 6.9333333333332785, 2.066666666666662, 13.733333333333345, 18.86666666666667, 3.9333333333333362, 4.466666666666638, 25.999999999999996, 18.26666666666665, 7.066666666666718, 1.4000000000000337, 8.533333333333301, 4.8666666666666725, 443.4666666666666]",22,2.204307798195449,4389.198575601264,0.8034208298740355,5.533355965637545e-05,1.0,23,27.965217391304336,1.4000000000000337,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999943, 18.79999999999995, 2.3333333333333144, 8.866666666666616, 10.266666666666705, 29.46666666666669, 10.53333333333336, 40.66666666666662, 8.666666666666627, 5.533333333333359, 12.666666666666684, 13.733333333333345, 6.133333333333324, 4.199999999999987, 47.60000000000002, 18.26666666666665, 8.066666666666661, 13.266666666666705, 1.4000000000000337, 16.86666666666667, 8.133333333333322, 19.39999999999998]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333708,183.60000000000008,15.434782608695663,5.684341886080802e-14,0.0,15.434782608695663,51.20000000000027,23.42572463768117,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9100447138049595,0.02178472455916622,0.7552240859720316,0.46048650322826584,0.47586178781011534,,0.9999999990063978,0.9999999990063978,0.9213025780226605,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878077,0.999999999383659,40,1.309070549963927,0.7035339512531604,137,0,0,0.5014909469987248,0.9999999993924714,46,0,0,0.5246803630749077,0.6795344565508725,136,54.03933752369657,0.9276581826992014,89.75,65.15576773958128,0.9037554635048886,31,bior,379.84444444444443,396.0,199.52349454543415,135,0.7847575322812052,0.9179704159016546,0.17527860263265999,4,24.25,31
bior3.1,1,reflect,6.987249186333603e-29,339.2732051754225,205541.4221612482,0.6274509803921569,5.940686911460634,100,smoothed,2.5235369349729813e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.999999999999943, 17.86666666666667, 5.866666666666616, 21.466666666666697, 8.600000000000023, 1.4666666666666401, 16.999999999999996, 21.599999999999962, 6.9333333333332785, 2.066666666666662, 13.733333333333345, 18.86666666666667, 3.9333333333333362, 4.466666666666638, 25.999999999999996, 18.26666666666665, 7.066666666666718, 1.4000000000000337, 8.533333333333301, 4.8666666666666725, 443.4666666666666]",22,2.204307798195449,4389.198575601264,0.8034208298740355,5.533355965637545e-05,1.0,23,27.965217391304336,1.4000000000000337,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.999999999999943, 18.79999999999995, 2.3333333333333144, 8.866666666666616, 10.266666666666705, 29.46666666666669, 10.53333333333336, 40.66666666666662, 8.666666666666627, 5.533333333333359, 12.666666666666684, 13.733333333333345, 6.133333333333324, 4.199999999999987, 47.60000000000002, 18.26666666666665, 8.066666666666661, 13.266666666666705, 1.4000000000000337, 16.86666666666667, 8.133333333333322, 19.39999999999998]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 23, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888887,443.4666666666666,-443.4666666666666,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333708,183.60000000000008,15.434782608695663,5.684341886080802e-14,0.0,15.434782608695663,51.20000000000027,23.42572463768117,0.0,5.684341886080802e-14,0.0,-15.0,0.0,-15.0,7.0,0.9100447138049595,0.02178472455916622,0.7552240859720316,0.46048650322826584,0.47586178781011534,,0.9999999990063978,0.9999999990063978,0.9213025780226605,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878077,0.999999999383659,45,1.309070549963927,0.7035339512531604,138,0,0,0.5014909469987248,0.9999999993924714,45,0,0,0.5246803630749077,0.6795344565508725,137,53.406460283377704,0.9285054079205117,91.25,67.80799808715405,0.9031750600512867,32,bior,379.84444444444443,396.0,199.52349454543415,135,0.7847575322812052,0.9179704159016546,0.17527860263265999,4,25.0,32
rbio3.1,1,constant,4.303147491128782e-28,331.37840517464406,208429.50787548954,0.6078431372549019,9.199328408482415,100,smoothed,4.631850458736153e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333332, 12.999999999999943, 17.866666666666674, 5.866666666666616, 21.466666666666693, 8.60000000000002, 1.4666666666666397, 16.999999999999993, 21.59999999999996, 6.9333333333332785, 2.0666666666666624, 13.733333333333347, 18.866666666666667, 3.9333333333333367, 4.466666666666639, 25.999999999999993, 18.266666666666644, 7.066666666666718, 1.4000000000000346, 8.5333333333333, 4.8666666666666725, 443.46666666666647]",22,2.3958872385471857,4843.091108281,0.7787826981917148,5.533355965637548e-05,1.0,23,27.965217391304336,1.4000000000000346,325.3333333333332,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333332, 12.999999999999943, 18.799999999999947, 2.3333333333333135, 8.866666666666616, 10.266666666666708, 29.466666666666686, 10.533333333333358, 40.666666666666615, 8.666666666666627, 5.533333333333359, 12.666666666666682, 13.733333333333347, 6.133333333333326, 4.199999999999989, 47.60000000000001, 18.266666666666644, 8.06666666666666, 13.266666666666707, 1.4000000000000346, 16.866666666666667, 8.133333333333326, 19.399999999999963]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888886,443.46666666666647,-443.46666666666647,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333717,183.60000000000014,15.434782608695663,1.7053025658242404e-13,0.0,15.434782608695663,51.20000000000027,23.425724637681174,0.0,1.7053025658242404e-13,0.0,-15.0,0.0,-15.0,7.0,0.8384483622002393,0.09558835908834434,0.7726296530080223,0.35375122102303846,0.5695454135285353,,0.9999999990063978,0.9999999990063978,0.9213025780226637,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878086,0.9999999993836597,34,1.3064966771889566,0.7021506744821355,145,0,0,0.5014909469987252,0.9999999993924723,37,0,0,0.525992601769636,0.6812339892016874,129,58.97669031066426,0.9210486073485084,86.25,56.26885595968787,0.9027933799794751,33,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,25.5,33
db18,1,symmetric,1.349668285718451e-28,336.4139970629557,117613.03288173735,0.6268656716417911,16.613975799631625,100,smoothed,5.336842079373127e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.33333333333326, 12.99999999999995, 17.86666666666667, 5.866666666666621, 21.466666666666693, 8.600000000000021, 1.4666666666666384, 17.0, 21.59999999999996, 6.933333333333279, 2.066666666666661, 13.733333333333345, 18.86666666666667, 3.9333333333333367, 4.466666666666638, 26.000000000000004, 18.266666666666644, 7.0666666666667215, 1.4000000000000359, 8.533333333333301, 4.866666666666677, 443.46666666666664]",22,4.3506565977952265,3796.2234307913136,0.5156473662499215,5.533355965637545e-05,0.9999999999999999,23,27.965217391304346,1.4000000000000359,325.33333333333326,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.33333333333326, 12.99999999999995, 18.799999999999958, 2.33333333333331, 8.86666666666662, 10.266666666666708, 29.466666666666697, 10.533333333333356, 40.66666666666662, 8.666666666666632, 5.53333333333336, 12.666666666666686, 13.733333333333345, 6.133333333333324, 4.199999999999988, 47.600000000000016, 18.266666666666644, 8.066666666666663, 13.266666666666708, 1.4000000000000359, 16.86666666666667, 8.133333333333338, 19.39999999999998]","[3, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888888,443.46666666666664,-443.46666666666664,DWT,mdp.39015035518102,0.0,-15.0,1.333333333333373,183.60000000000008,15.434782608695652,0.0,0.0,15.434782608695652,51.200000000000045,23.42572463768117,0.0,0.0,0.0,-15.0,0.0,-15.0,7.0,0.8841151311288867,0.8486393290353402,0.22530786277114603,0.45730037540124435,0.35347144752686055,,0.9999999990063704,0.9999999990063704,0.9213025780226605,0.09062499995433133,1.0,0.0,0.0,0.0,1.321703272787786,0.9999999993836425,137,1.3917514037518173,0.7479691329627957,78,0,0,0.5014909469987165,0.9999999993924551,144,0,0,0.5537668291726957,0.7172054984341836,89,33.33666650001666,0.9553726017402722,112.0,104.43814493721783,0.902719768072278,34,db,287.3022222222222,204.0,217.3528591871416,225,0.5935655667144907,1.0,0.2845041032998565,2,26.0,34
rbio3.1,1,reflect,4.303147491128782e-28,331.37840517464406,208429.50787548954,0.6078431372549019,9.199328408482415,100,smoothed,4.631850458736153e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333332, 12.999999999999943, 17.866666666666674, 5.866666666666616, 21.466666666666693, 8.60000000000002, 1.4666666666666397, 16.999999999999993, 21.59999999999996, 6.9333333333332785, 2.0666666666666624, 13.733333333333347, 18.866666666666667, 3.9333333333333367, 4.466666666666639, 25.999999999999993, 18.266666666666644, 7.066666666666718, 1.4000000000000346, 8.5333333333333, 4.8666666666666725, 443.46666666666647]",22,2.3958872385471857,4843.091108281,0.7787826981917148,5.533355965637548e-05,1.0,23,27.965217391304336,1.4000000000000346,325.3333333333332,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333332, 12.999999999999943, 18.799999999999947, 2.3333333333333135, 8.866666666666616, 10.266666666666708, 29.466666666666686, 10.533333333333358, 40.666666666666615, 8.666666666666627, 5.533333333333359, 12.666666666666682, 13.733333333333347, 6.133333333333326, 4.199999999999989, 47.60000000000001, 18.266666666666644, 8.06666666666666, 13.266666666666707, 1.4000000000000346, 16.866666666666667, 8.133333333333326, 19.399999999999963]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888886,443.46666666666647,-443.46666666666647,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333717,183.60000000000014,15.434782608695663,1.7053025658242404e-13,0.0,15.434782608695663,51.20000000000027,23.425724637681174,0.0,1.7053025658242404e-13,0.0,-15.0,0.0,-15.0,7.0,0.8384483622002393,0.09558835908834434,0.7726296530080223,0.35375122102303846,0.5695454135285353,,0.9999999990063978,0.9999999990063978,0.9213025780226637,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878086,0.9999999993836597,29,1.3064966771889566,0.7021506744821355,146,0,0,0.5014909469987252,0.9999999993924723,36,0,0,0.525992601769636,0.6812339892016874,128,60.846117378186094,0.9185460276061765,84.75,52.0004904129597,0.9025461061725661,35,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,27.0,35
rbio3.1,1,zero,4.303147491128782e-28,331.37840517464406,208429.50787548954,0.6078431372549019,9.199328408482415,100,smoothed,4.631850458736153e-15,,"[6, 11, 14, 18, 23, 28, 31, 34, 38, 42, 45, 50, 53, 58, 62, 65, 68, 75, 79, 84, 87, 93]","[325.3333333333332, 12.999999999999943, 17.866666666666674, 5.866666666666616, 21.466666666666693, 8.60000000000002, 1.4666666666666397, 16.999999999999993, 21.59999999999996, 6.9333333333332785, 2.0666666666666624, 13.733333333333347, 18.866666666666667, 3.9333333333333367, 4.466666666666639, 25.999999999999993, 18.266666666666644, 7.066666666666718, 1.4000000000000346, 8.5333333333333, 4.8666666666666725, 443.46666666666647]",22,2.3958872385471857,4843.091108281,0.7787826981917148,5.533355965637548e-05,1.0,23,27.965217391304336,1.4000000000000346,325.3333333333332,"[6, 11, 14, 17, 21, 25, 28, 33, 38, 42, 45, 49, 52, 56, 61, 65, 68, 72, 77, 81, 84, 89, 92]","[325.3333333333332, 12.999999999999943, 18.799999999999947, 2.3333333333333135, 8.866666666666616, 10.266666666666708, 29.466666666666686, 10.533333333333358, 40.666666666666615, 8.666666666666627, 5.533333333333359, 12.666666666666682, 13.733333333333347, 6.133333333333326, 4.199999999999989, 47.60000000000001, 18.266666666666644, 8.06666666666666, 13.266666666666707, 1.4000000000000346, 16.866666666666667, 8.133333333333326, 19.399999999999963]","[5, 10, 13, 16, 18, 23, 23, 31, 23, 40, 44, 44, 50, 53, 58, 23, 67, 70, 75, 79, 75, 87, 91]","[93, 93, 23, 18, 23, 26, 34, 34, 53, 44, 48, 53, 53, 62, 62, 93, 93, 75, 82, 82, 93, 93, 93]",0.05,30,312090.0888888886,443.46666666666647,-443.46666666666647,DWT,mdp.39015035518102,0.0,-15.0,1.3333333333333717,183.60000000000014,15.434782608695663,1.7053025658242404e-13,0.0,15.434782608695663,51.20000000000027,23.425724637681174,0.0,1.7053025658242404e-13,0.0,-15.0,0.0,-15.0,7.0,0.8384483622002393,0.09558835908834434,0.7726296530080223,0.35375122102303846,0.5695454135285353,,0.9999999990063978,0.9999999990063978,0.9213025780226637,0.09062499995434199,1.0,0.0,0.0,0.0,1.3217032727878086,0.9999999993836597,37,1.3064966771889566,0.7021506744821355,149,0,0,0.5014909469987252,0.9999999993924723,32,0,0,0.525992601769636,0.6812339892016874,127,60.46142020605647,0.9190610171270998,86.25,54.89796020878778,0.9017995848687708,36,rbio,356.6,344.0,199.42713478750133,135,0.7367345767575323,0.9175270826126738,0.20902767148592524,3,27.75,36
