wavelet,error,signal_length,signal_type,decomposition_levels,wavelet_type,htid
coif2,Max level too low for wavelet coif2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif2,Max level too low for wavelet coif2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif3,Max level too low for wavelet coif3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif3,Max level too low for wavelet coif3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif4,Max level too low for wavelet coif4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif4,Max level too low for wavelet coif4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif5,Max level too low for wavelet coif5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif5,Max level too low for wavelet coif5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif6,Max level too low for wavelet coif6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif6,Max level too low for wavelet coif6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif7,Max level too low for wavelet coif7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif7,Max level too low for wavelet coif7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif8,Max level too low for wavelet coif8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif8,Max level too low for wavelet coif8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif9,Max level too low for wavelet coif9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif9,Max level too low for wavelet coif9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif10,Max level too low for wavelet coif10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif10,Max level too low for wavelet coif10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif11,Max level too low for wavelet coif11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif11,Max level too low for wavelet coif11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif12,Max level too low for wavelet coif12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif12,Max level too low for wavelet coif12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif13,Max level too low for wavelet coif13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif13,Max level too low for wavelet coif13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif14,Max level too low for wavelet coif14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif14,Max level too low for wavelet coif14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif15,Max level too low for wavelet coif15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif15,Max level too low for wavelet coif15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif16,Max level too low for wavelet coif16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif16,Max level too low for wavelet coif16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif17,Max level too low for wavelet coif17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
coif17,Max level too low for wavelet coif17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db1,Max level too low for wavelet db1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db1,Max level too low for wavelet db1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db2,Max level too low for wavelet db2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db2,Max level too low for wavelet db2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db3,Max level too low for wavelet db3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db3,Max level too low for wavelet db3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db4,Max level too low for wavelet db4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db4,Max level too low for wavelet db4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db5,Max level too low for wavelet db5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db5,Max level too low for wavelet db5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db6,Max level too low for wavelet db6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db6,Max level too low for wavelet db6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db7,Max level too low for wavelet db7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db7,Max level too low for wavelet db7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db8,Max level too low for wavelet db8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db8,Max level too low for wavelet db8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db9,Max level too low for wavelet db9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db9,Max level too low for wavelet db9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db10,Max level too low for wavelet db10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db10,Max level too low for wavelet db10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db11,Max level too low for wavelet db11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db11,Max level too low for wavelet db11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db12,Max level too low for wavelet db12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db12,Max level too low for wavelet db12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db13,Max level too low for wavelet db13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db13,Max level too low for wavelet db13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db14,Max level too low for wavelet db14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db14,Max level too low for wavelet db14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db15,Max level too low for wavelet db15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db15,Max level too low for wavelet db15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db16,Max level too low for wavelet db16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db16,Max level too low for wavelet db16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db17,Max level too low for wavelet db17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db17,Max level too low for wavelet db17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db18,Max level too low for wavelet db18 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db18,Max level too low for wavelet db18 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db19,Max level too low for wavelet db19 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db19,Max level too low for wavelet db19 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db20,Max level too low for wavelet db20 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db20,Max level too low for wavelet db20 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db21,Max level too low for wavelet db21 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db21,Max level too low for wavelet db21 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db22,Max level too low for wavelet db22 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db22,Max level too low for wavelet db22 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db23,Max level too low for wavelet db23 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db23,Max level too low for wavelet db23 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db24,Max level too low for wavelet db24 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db24,Max level too low for wavelet db24 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db25,Max level too low for wavelet db25 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db25,Max level too low for wavelet db25 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db26,Max level too low for wavelet db26 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db26,Max level too low for wavelet db26 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db27,Max level too low for wavelet db27 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db27,Max level too low for wavelet db27 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db28,Max level too low for wavelet db28 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db28,Max level too low for wavelet db28 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db29,Max level too low for wavelet db29 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db29,Max level too low for wavelet db29 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db30,Max level too low for wavelet db30 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db30,Max level too low for wavelet db30 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db31,Max level too low for wavelet db31 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db31,Max level too low for wavelet db31 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db32,Max level too low for wavelet db32 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db32,Max level too low for wavelet db32 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db33,Max level too low for wavelet db33 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db33,Max level too low for wavelet db33 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db34,Max level too low for wavelet db34 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db34,Max level too low for wavelet db34 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db35,Max level too low for wavelet db35 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db35,Max level too low for wavelet db35 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db36,Max level too low for wavelet db36 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db36,Max level too low for wavelet db36 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db37,Max level too low for wavelet db37 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db37,Max level too low for wavelet db37 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db38,Max level too low for wavelet db38 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
db38,Max level too low for wavelet db38 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
dmey,Max level too low for wavelet dmey and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
dmey,Max level too low for wavelet dmey and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
haar,Max level too low for wavelet haar and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
haar,Max level too low for wavelet haar and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.1,Max level too low for wavelet rbio1.1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.1,Max level too low for wavelet rbio1.1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.3,Max level too low for wavelet rbio1.3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.3,Max level too low for wavelet rbio1.3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.5,Max level too low for wavelet rbio1.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio1.5,Max level too low for wavelet rbio1.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.2,Max level too low for wavelet rbio2.2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.2,Max level too low for wavelet rbio2.2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.4,Max level too low for wavelet rbio2.4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.4,Max level too low for wavelet rbio2.4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.6,Max level too low for wavelet rbio2.6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.6,Max level too low for wavelet rbio2.6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.8,Max level too low for wavelet rbio2.8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio2.8,Max level too low for wavelet rbio2.8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.1,Max level too low for wavelet rbio3.1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.1,Max level too low for wavelet rbio3.1 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.3,Max level too low for wavelet rbio3.3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.3,Max level too low for wavelet rbio3.3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.5,Max level too low for wavelet rbio3.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.5,Max level too low for wavelet rbio3.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.7,Max level too low for wavelet rbio3.7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.7,Max level too low for wavelet rbio3.7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.9,Max level too low for wavelet rbio3.9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio3.9,Max level too low for wavelet rbio3.9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio4.4,Max level too low for wavelet rbio4.4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio4.4,Max level too low for wavelet rbio4.4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio5.5,Max level too low for wavelet rbio5.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio5.5,Max level too low for wavelet rbio5.5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio6.8,Max level too low for wavelet rbio6.8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
rbio6.8,Max level too low for wavelet rbio6.8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym2,Max level too low for wavelet sym2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym2,Max level too low for wavelet sym2 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym3,Max level too low for wavelet sym3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym3,Max level too low for wavelet sym3 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym4,Max level too low for wavelet sym4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym4,Max level too low for wavelet sym4 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym5,Max level too low for wavelet sym5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym5,Max level too low for wavelet sym5 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym6,Max level too low for wavelet sym6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym6,Max level too low for wavelet sym6 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym7,Max level too low for wavelet sym7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym7,Max level too low for wavelet sym7 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym8,Max level too low for wavelet sym8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym8,Max level too low for wavelet sym8 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym9,Max level too low for wavelet sym9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym9,Max level too low for wavelet sym9 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym10,Max level too low for wavelet sym10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym10,Max level too low for wavelet sym10 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym11,Max level too low for wavelet sym11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym11,Max level too low for wavelet sym11 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym12,Max level too low for wavelet sym12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym12,Max level too low for wavelet sym12 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym13,Max level too low for wavelet sym13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym13,Max level too low for wavelet sym13 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym14,Max level too low for wavelet sym14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym14,Max level too low for wavelet sym14 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym15,Max level too low for wavelet sym15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym15,Max level too low for wavelet sym15 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym16,Max level too low for wavelet sym16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym16,Max level too low for wavelet sym16 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym17,Max level too low for wavelet sym17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym17,Max level too low for wavelet sym17 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym18,Max level too low for wavelet sym18 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym18,Max level too low for wavelet sym18 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym19,Max level too low for wavelet sym19 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym19,Max level too low for wavelet sym19 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym20,Max level too low for wavelet sym20 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
sym20,Max level too low for wavelet sym20 and signal length 619.,619,smoothed,0,SWT,txu.059172014718840
