signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
raw,mexh,14092570575.25099,0.5989919330527789,1031.8756342146148,-42.13503878711087,653,127,129287.34029837207,,False,14.992497136811204,1114727.8452924383,0.012583608375525966,3.9005781172684294e-08,0.18693986891385095,133449.35176267388,,,,[],[],6,114575.97084261081,20198.57022856336,346406.0436359673,"[70, 288, 417, 464, 528, 583]","[346406.0436359673, 26697.654285733945, 34070.470712153154, 42976.15993468481, 20198.57022856336, 217106.92625856234]","[0, 261, 318, 318, 318, 318]","[318, 318, 431, 488, 540, 652]",16179076265932.936,327847.61165661993,-327847.61165661993,0.0,,,,CWT,mdp.39015056038253,16178763325975.936,,0.0,-84.5,86.0,0.0,-89.0,,326619.61165661993,114009.94910348038,635381.8250556649,114009.94910348038,,0.0,114009.94910348038,,,20197.57022856336,0.0,-84.5,345186.0436359673,326619.61165661993,,132773.35176267388,0.9999999999999998,0.1425677002901501,0.8604328341422158,0.6659675733148616,0.0,0.412260656447437,0.23740095211521786,,0.4156658394799334,0.9999999999999998,0.9999999999999998,1.0,,0.9999999999999999,0.42518894222144304,1.0,,,,,1.0,,0.6314794790783225,0.12068965517241381,0.175,0.4458477129910625,0.4458477129910625,0.0,3.160942013207529,1.0,1,1.4086054673276904,0.7828139606349711,6,0,0.6185513815667313,1.0,1,0,0.4740899594728404,0.8733604818376417,6,2.886751345948129,0.7113248654051871,3.5,1.7142857142857144,0.6806624327025936,4,mexh,0.64,,,2,3.5,1.0,0.003291505714661913,0.2308636936249598,0.8613929577916878,0.6674088460984637,0.05520452278018029,0.3453172264155477,0.242953302806857,,0.4156658394799334,1.0,1.0,0.9999999999999999,,0.9946923266643919,0.4299366614678742,1.0,,,,,1.0,,0.6297839590785854,0.12068965517241381,0.17499999999999993,0.45089341859753096,0.45089341859753096,0.0,3.1618325584056595,1.0,1,1.4612965906354842,0.7988320967185201,13,8.48528137423857,0.5757359312880715,7.0,1.8571428571428572,0.6128679656440358,11,10.5,10.5,0.7071067811865476,2,0.9333333333333333,0.11583097919985455,0.3119173729067103,2,8.75
raw,gaus1,20058323203.9517,0.6563890463156118,671.89095599407,-44.044235486369416,653,127,124343.63861213936,,False,14.173593713738045,3426982.8183356947,0.021537632728105605,3.981452674708841e-07,-0.035410648445204605,16602.598224803878,,,,[],[],8,48750.756319873944,21311.606192794396,142045.04607528052,"[133, 200, 252, 309, 367, 425, 482, 537]","[40886.99200701153, 142045.04607528052, 29521.6134690628, 44850.21648302616, 27522.562302842467, 42191.15000965553, 41676.86401931814, 21311.606192794396]","[4, 4, 220, 279, 342, 384, 4, 4]","[155, 384, 384, 384, 384, 439, 497, 546]",24945982344752.61,580413.4587679112,-580413.4587679112,0.0,,,,CWT,mdp.39015056038253,24945669404795.61,,0.0,-88.0,84.0,0.0,-79.0,,579185.4587679112,48184.73458074351,337932.05055899156,48184.734580743505,,0.0,48184.73458074351,,,21310.606192794396,0.0,-88.0,140825.04607528052,579185.4587679112,,15926.598224803878,0.9483189958877336,0.0,0.0,1.0000000000000002,0.8515205724508047,0.0,1.0,,0.454841605383831,0.0,0.0,0.0,,0.1154563854983194,0.0,0.0,,,,,0.6666666666666665,,1.0,0.0,0.0,1.0,1.0,0.2898550724637681,1.4188183555237293,0.44885934306779635,7,1.5251039277466423,0.8475564476717764,5,0,0.3233442664294705,0.5227443928917764,7,0,0.5428342240483627,1.0,1,2.8284271247461903,0.717157287525381,5.0,2.692307692307692,0.6085786437626906,7,gaus,1.0,1.0,0.0,1,5.5,0.9484771420536393,0.0993282160819137,0.10297721856837971,0.006879294593187479,0.9988923679648963,0.8466910542068513,0.016492158168683047,0.999410829502215,,0.45484160538383106,0.0,0.0,0.0,,0.11484358071958431,0.008259617107540529,0.010196849189509472,,,,,0.9130434782608695,,0.9966680027235783,0.0,0.0,1.0,1.0,0.2898550724637681,1.524624912282357,0.4821966009013275,15,1.6240513866118356,0.8878036003502665,9,4.242640687119285,0.7878679656440357,12.0,11.250000000000002,0.5939339828220178,12,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,9.75
raw,gaus2,7864917526.150961,0.6428838431949452,776.5190775337629,-39.40003830925542,653,127,87131.10357641024,,False,14.801561872077196,886087.2263111536,0.015013608174565493,4.241386244698893e-07,0.23939715441992648,59173.65519753285,,,,[],[],9,89154.3300913268,25278.81150635396,317853.14547637396,"[64, 169, 232, 288, 354, 417, 462, 530, 615]","[317853.14547637396, 36026.593672053496, 28096.426503367875, 46467.821386810276, 33333.067021402814, 57659.21744673324, 77497.38349312576, 25278.81150635396, 180176.50431571988]","[0, 141, 208, 262, 319, 319, 319, 319, 319]","[319, 319, 319, 319, 373, 432, 488, 541, 652]",8630218820648.532,279607.8509039386,-279607.8509039386,0.0,,,,CWT,mdp.39015056038253,8629905880691.532,,0.0,-78.5,83.0,0.0,-87.5,,278379.8509039386,88588.30835219637,750314.9708219413,88588.30835219639,,0.0,88588.30835219637,,,25277.81150635396,0.0,-83.0,316633.14547637396,278379.8509039386,,58497.65519753285,0.5593025668493328,0.34680162158895805,0.6598145849764651,0.3172709058506181,0.6511627906976736,0.5095218421421982,0.1619935596019991,,0.5944761829278569,0.6138008674092045,0.6138008674092045,0.6138008674092049,,0.4377242745724507,0.5894798809429062,0.8602820572398395,,,,,0.4999999999999999,,0.3141601359612997,0.3275862068965517,0.25,0.3400053196049013,0.3400053196049013,0.043478260869565244,2.2340432106104178,0.7067650090624246,2,1.3934857653984645,0.7744113851620164,7,0,0.45990001720342055,0.7435114218620577,3,0,0.4579811245296065,0.843685059342912,7,2.6299556396765835,0.7370044360323417,4.75,3.5744680851063837,0.6310022180161708,6,gaus,1.0,1.0,0.0,1,4.75,0.5606511205505315,0.10627904324747159,0.41406617377110305,0.6621548206627178,0.32137298203222164,0.6604589291652812,0.422894156262426,0.16815319678349644,,0.5944761829278569,0.6138008674092046,0.6138008674092046,0.6138008674092048,,0.4354009771119542,0.5928706199412597,0.8617067400312333,,,,,0.8695652173913042,,0.3138737258075079,0.3275862068965517,0.25,0.3460147486683154,0.3460147486683154,0.04347826086956519,2.3853759262800343,0.7544282887272341,3,1.440885167634014,0.7876739923762782,14,7.7781745930520225,0.6110912703473989,8.5,4.9411764705882355,0.5930456351736995,13,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,10.5
raw,gaus7,3149896297.9514117,0.6475986060701064,633.0382864034261,-33.69708512907722,653,127,44001.00045292209,,False,15.10205906890867,573180.4975735273,0.01651006422869102,2.4173677343242645e-07,0.0333232924891366,1.0,,,,[],[],11,83558.60288212774,14800.99687267287,193748.62043037036,"[42, 85, 129, 200, 252, 310, 367, 425, 482, 536, 592]","[14800.99687267287, 193748.62043037036, 41409.71851942857, 58796.27508042738, 61936.74739559113, 149627.47780605752, 55241.86683387313, 88167.6194323833, 165722.16653459362, 42165.275269104386, 47527.867528902796]","[4, 4, 106, 159, 159, 159, 342, 383, 159, 519, 575]","[47, 575, 159, 218, 277, 383, 383, 441, 575, 575, 603]",2301845372788.9873,196107.33589077776,-196107.33589077776,0.0,,,,CWT,mdp.39015056038253,2301532432831.9873,,0.0,-86.5,81.0,0.0,-82.0,,194879.33589077776,82992.58114299731,867070.6317034052,82992.58114299731,,0.0,82992.58114299731,,,14799.99687267287,0.0,-86.5,192528.62043037036,194879.33589077776,,675.0,0.10842442363635735,0.7726649808102278,0.9755510289043556,0.053269013591392037,0.7211091234347038,0.12743977367973874,0.058794571517222824,,0.22568629071883986,0.5287919958123452,0.5287919958123452,0.5287919958123454,,0.0,0.7563760099870731,0.25300118404313426,,,,,0.16666666666666663,,0.048144342176715524,0.05172413793103453,0.07500000000000001,0.1567976456846116,0.1567976456846116,0.2028985507246377,1.2550173004287666,0.39703901406127107,9,1.373473724277584,0.7632899565337815,8,0,0.2628191757895973,0.42489465486909356,9,0,0.402464702224857,0.7414136478414084,8,0.5773502691896257,0.9422649730810374,8.5,8.470588235294118,0.5461324865405187,8,gaus,1.0,1.0,0.0,1,6.25,0.11115268446330998,0.057503360241703425,0.7960753087695798,0.975719220579023,0.059385611842020326,0.7254738942467575,0.11813996671465327,0.06578531224364037,,0.22568629071883986,0.5287919958123452,0.5287919958123452,0.5287919958123453,,0.0,0.758388250862791,0.2606182183141886,,,,,0.7826086956521738,,0.049039219840163815,0.051724137931034586,0.07499999999999996,0.1644752298907884,0.1644752298907884,0.2028985507246377,1.5097272221105502,0.4774848744273238,17,1.4095540841657939,0.7705465486665128,16,0.7071067811865476,0.9646446609406726,16.5,16.484848484848484,0.5698223304703363,14,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,11.25
smoothed,gaus5,3574335503.442125,0.6465977740531285,605.5657403681462,-36.500054148930424,653,127,49933.83674948636,,False,14.936342286853346,643270.3511237999,0.014051864765798927,1.92915699983904e-06,0.05647021088403028,0.0,,,,[],[],10,80177.87431182808,29138.136369030235,213506.46131914237,"[84, 128, 200, 252, 309, 366, 425, 480, 535, 592]","[213506.46131914237, 38610.57065817551, 55749.34475531747, 54020.54575439338, 109338.66480197565, 45890.65109668783, 73890.24010526633, 151545.75127842024, 30088.37697987192, 29138.136369030235]","[5, 104, 160, 160, 160, 341, 383, 383, 519, 553]","[553, 553, 218, 278, 383, 383, 441, 553, 553, 602]",3091066750902.93,235281.7501414127,-235281.7501414127,0.0,,,,CWT,mdp.39015056038253,3090784184805.6504,,0.0,-70.0,65.0,0.0,-70.0,,234252.15014141268,79930.50097849475,783225.7431182809,79930.50097849476,,0.0,79930.50097849475,,,29136.936369030234,0.0,-70.0,212476.86131914236,234252.15014141268,,677.4,0.1730946323279568,0.6724909555460573,0.8302883857605379,0.08296932565163806,0.7116727635517125,0.15237099577322155,0.0887153082350847,,0.912751558262481,0.6358487119891801,0.6358487119891801,0.6358487119891801,,0.0,0.658469618639692,0.35887907632907234,,,,,0.4,,0.08206841755423101,0.0,0.6,0.25076556617888535,0.25076556617888535,0.0,1.7161040910020586,0.5140230552224908,7,1.2931554457561167,0.7482106613124194,9,0,0.3872318527936278,0.5508573745779303,7,0,0.38737176669231566,0.7114116121103619,9,1.1547005383792515,0.8845299461620748,8.0,7.875,0.5422649730810374,8,gaus,1.0,1.0,0.0,1,6.25,0.17298422308105177,0.5087327397276946,0.6083199937823731,0.8027961987700021,0.08296932565163805,0.7116727635517124,0.15237099577322155,0.0887153082350847,,0.7303066296273628,0.4822736489037319,0.4822736489037319,0.48227364890373214,,1.8071849891679315e-05,0.6395262854667068,0.35723563514280726,,,,,0.08695652173913043,,0.08206841755423099,0.6206896551724138,0.8999999999999999,0.25007616002697547,0.25007616002697547,0.5507246376811594,1.5895894436683013,0.5027430815216366,11,1.3934934743468752,0.7617668589728241,17,4.242640687119285,0.7878679656440357,14.0,13.357142857142858,0.5439339828220179,15,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,12.0
smoothed,gaus1,20078257403.660473,0.6573537036813737,660.0108389966374,-45.58156588587096,653,127,124583.7736135537,,False,14.167001100731012,3428783.7289822255,0.021546765003060867,3.7663031371299222e-06,-0.0465625959555478,15936.874518563902,,,,[],[],7,50094.10577187012,24805.486485080837,140118.27616668417,"[132, 201, 251, 309, 365, 425, 482]","[40309.52899539838, 140118.27616668417, 27980.56500181241, 42335.0885779419, 24805.486485080837, 38730.225048120374, 36379.57012805277]","[4, 4, 218, 280, 342, 383, 4]","[155, 383, 383, 383, 383, 439, 497]",25025571969863.297,578950.540151255,-578950.540151255,0.0,,,,CWT,mdp.39015056038253,25025289403766.016,,0.0,-67.0,68.0,0.0,-67.0,,577920.940151255,49846.73243853678,332105.74040309084,49846.7324385368,,0.0,49846.73243853678,,,24804.286485080836,0.0,-71.5,139088.67616668416,577920.940151255,,15259.474518563902,0.9515867837830494,0.0,0.0,1.0,0.8599933488526779,0.0,1.0,,0.7067631832937081,0.0,0.0,0.0,,0.10980409345013864,0.0,0.001795126422183324,,,,,1.0,,1.0,0.3157894736842105,0.0,1.0,1.0,0.2222222222222222,1.643851956737139,0.4923814409428387,8,1.529473374675986,0.8849425557319117,5,0,0.38259814993374747,0.5442656921696954,8,0,0.5445114475193896,1.0,1,3.3166247903554,0.66833752096446,5.5,2.7586206896551726,0.55916876048223,7,gaus,1.0,1.0,0.0,1,5.5,0.9509798095588966,0.9999999999999999,0.0,0.0,1.0,0.8599933488526778,0.0,1.0,,0.5778094210448749,0.025248650837578324,0.025248650837578324,0.025248650837578657,,0.109820180936936,0.0,0.0017869058685446304,,,,,0.21739130434782605,,0.9999999999999999,0.7241379310344828,0.825,0.9972507941883133,0.9972507941883133,0.6376811594202899,1.5201770198719855,0.4807898558165674,16,1.82929128240874,1.0,1,10.606601717798213,0.4696699141100893,8.5,1.8823529411764706,0.5223349570550446,16,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,12.75
smoothed,gaus3,5230099851.359273,0.6456451749044386,729.5483071930646,-38.7921134970525,653,127,63126.36514432371,,False,14.777269494121056,931579.1316412598,0.018902764133924346,2.4043391532792185e-06,0.029568833565705183,3859.939750058422,,,,[],[],10,68379.00156183154,15361.660234698138,224285.75860985185,"[87, 129, 200, 251, 309, 365, 425, 480, 536, 593]","[25287.203667728507, 224285.75860985185, 48878.9828975478, 35428.79472084941, 68781.99466138132, 34723.52750941036, 64644.91750155599, 134157.73124721783, 32239.44456807425, 15361.660234698138]","[5, 5, 160, 219, 279, 341, 383, 383, 519, 551]","[101, 551, 551, 279, 551, 383, 441, 551, 551, 601]",5240487811971.32,313100.32126749516,-313100.32126749516,0.0,,,,CWT,mdp.39015056038253,5240205245874.04,,0.0,-70.0,65.0,0.0,-70.0,,312070.7212674952,68131.6282284982,665237.0156183154,68131.6282284982,,0.0,68131.6282284982,,,15360.460234698137,0.0,-70.0,223256.15860985185,312070.7212674952,,3182.5397500584218,0.3106738486631405,0.5027626959968201,0.6586138482750166,0.17497089386751466,0.6985367475889593,0.11258765126969394,0.18303593877858856,,0.25777273289744185,0.38646845129993795,0.38646845129993795,0.3864684512999376,,0.018863886538975267,0.4862493847039895,0.4113277647084203,,,,,0.4,,0.1720189979859827,0.0,0.6,0.420418309672843,0.420418309672843,0.0,1.357550766876998,0.4066259130017497,9,1.2093162783231965,0.6997019076937162,10,0,0.3104624814343078,0.44164896610144383,10,0,0.37731166063424776,0.6929361400079876,10,0.5,0.95,9.75,9.72972972972973,0.4875,10,gaus,1.0,1.0,0.0,1,7.75,0.3104756838488845,0.6358001677958238,0.4547876779316008,0.6368060819833713,0.17497089386751463,0.6985367475889593,0.11258765126969394,0.18303593877858856,,0.24541304005490686,0.3030281601416548,0.3030281601416548,0.30302816014165485,,0.01888161748354105,0.47226060854961527,0.40944414140975705,,,,,0.08695652173913043,,0.17201899798598264,0.6206896551724138,0.8999999999999999,0.41926249321255094,0.41926249321255094,0.5507246376811594,1.3473534378925551,0.4261305470812004,19,1.3603079852327125,0.7436256862502026,18,0.7071067811865476,0.9646446609406726,18.5,18.486486486486488,0.5198223304703362,17,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,13.5
raw,gaus5,3636165391.272832,0.6465495411848404,623.7852176899319,-34.98948052411216,653,127,49978.28654365005,,False,14.96858385940826,655814.5729730153,0.01389586984149545,2.472069618720357e-07,0.03649055801043362,1.0,,,,[],[],11,77147.74777353581,8388.947167756236,217316.06759816527,"[43, 85, 128, 200, 252, 310, 367, 425, 482, 536, 592]","[8388.947167756236, 217316.06759816527, 41276.68163195739, 58600.488469900156, 57578.39222766488, 113062.83653933057, 49826.43085958014, 78815.13239939894, 155913.38818329573, 33460.53607810901, 34386.324353735676]","[4, 4, 106, 165, 165, 165, 342, 383, 383, 519, 553]","[47, 553, 553, 217, 277, 383, 383, 441, 553, 553, 601]",3100111087536.1187,237141.74196617145,-237141.74196617145,0.0,,,,CWT,mdp.39015056038253,3099798147579.1187,,0.0,-86.5,81.0,0.0,-82.0,,235913.74196617145,76581.72603440538,796551.225508894,76581.7260344054,,0.0,76581.72603440538,,,8387.947167756236,0.0,-86.5,216096.06759816527,235913.74196617145,,675.0,0.17091042433809198,0.6761564128835873,0.8353068321379409,0.08049603009266323,0.7055456171735238,0.13331220869118832,0.086047909906436,,0.0,0.4313999074602815,0.4313999074602815,0.43139990746028195,,0.0,0.6555721960434728,0.368323811399151,,,,,0.16666666666666663,,0.08169977146815541,0.05172413793103453,0.07500000000000001,0.24683083993004315,0.24683083993004315,0.2028985507246377,1.1597089327463581,0.36688712665423334,10,1.284830700455341,0.7140277619942459,9,0,0.24212475260528935,0.3914383830038672,10,0,0.3839679193176332,0.7073391881117362,9,0.5773502691896257,0.9422649730810374,9.5,9.473684210526315,0.4961324865405187,9,gaus,1.0,1.0,0.0,1,7.0,0.1734474752301081,0.058966131456987855,0.7095049247360421,0.8364398049571494,0.08640486685663651,0.7110076488194219,0.12282390590025288,0.09281916838243091,,0.0,0.43139990746028156,0.43139990746028156,0.4313999074602818,,0.0,0.6584170378253448,0.374764918230918,,,,,0.7826086956521738,,0.08244564061124368,0.051724137931034586,0.07499999999999996,0.2536886476891634,0.2536886476891634,0.2028985507246377,1.4138447763225723,0.44715991445021286,18,1.3275096619954894,0.7256961615470424,19,0.7071067811865476,0.9646446609406726,18.5,18.486486486486488,0.5198223304703362,18,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,14.25
smoothed,gaus7,3076854768.46174,0.6423171069925601,610.3154756025003,-35.193480341210744,653,127,43915.25308599831,,False,15.069634732043255,558680.7134939664,0.016529227587100393,1.683832498414739e-06,0.05434558882760238,0.0,,,,[],[],11,79642.52808367265,9939.805717700614,190882.41623781592,"[42, 83, 128, 201, 252, 310, 366, 425, 480, 535, 592]","[9939.805717700614, 190882.41623781592, 38578.79900058189, 56148.27542636507, 58294.02292148181, 146043.48936115135, 51217.422328968765, 82927.37703104838, 160984.46698298468, 38241.01109183764, 42810.72282046301]","[5, 5, 107, 160, 160, 160, 340, 383, 160, 518, 575]","[48, 575, 160, 218, 278, 383, 383, 441, 575, 575, 603]",2287709155625.9575,194910.102085071,-194910.102085071,0.0,,,,CWT,mdp.39015056038253,2287426589528.6777,,0.0,-69.5,64.0,0.0,-69.5,,193880.502085071,79395.15475033931,857514.8089203992,79395.15475033931,,0.0,79395.15475033931,,,9938.605717700613,0.0,-69.5,189852.81623781592,193880.502085071,,677.4,0.11032940650555413,0.7692434670107255,0.9741402568771929,0.055327102389036126,0.6526438310608581,0.14922897928051632,0.061041687111328374,,0.0,0.6245336664958346,0.6245336664958346,0.6245336664958343,,0.0,0.7669043866247044,0.24879755075750057,,,,,0.2,,0.048448907957771965,0.05263157894736836,0.8,0.16275108900435864,0.16275108900435864,0.03703703703703698,1.3319267234201273,0.3989507672026604,10,1.3545443807722972,0.7837298680840886,8,0,0.31092304563004314,0.44230414253348843,9,0,0.3959935328907446,0.7272455605750027,8,0.9574271077563381,0.9042572892243662,8.75,8.674698795180722,0.514628644612183,9,gaus,1.0,1.0,0.0,1,7.0,0.11025903236096092,0.44313104738213716,0.6958401108742452,0.9418849025251685,0.05532710238903611,0.652643831060858,0.14922897928051626,0.06104168711132838,,0.054578862050937815,0.4741408044908888,0.4741408044908888,0.4741408044908888,,1.8071849891679315e-05,0.7448415231357739,0.2476582139476225,,,,,0.04347826086956519,,0.04844890795777194,0.6379310344827586,0.9249999999999999,0.16230365276460956,0.16230365276460956,0.5652173913043479,1.3152330882654264,0.4159717707912487,20,1.42729289188566,0.7802436416830544,15,3.5355339059327378,0.8232233047033631,17.5,17.142857142857142,0.47411165235168157,19,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,15.0
raw,gaus3,5272961611.905798,0.6475503732018184,741.1362899128032,-37.265263955378614,653,127,63093.52083766318,,False,14.800097116996211,940663.1889381375,0.018757185754653755,2.9580956049132177e-07,0.018464847432417584,3549.5432348896165,,,,[],[],10,71643.08035875243,19667.076043538887,226864.43539546774,"[88, 129, 200, 252, 309, 367, 425, 482, 536, 592]","[27300.659441746495, 226864.43539546774, 51907.4549180377, 38615.79074974329, 71843.10969916075, 38030.123553904195, 69292.34072577467, 137938.98524709945, 34970.82781305109, 19667.076043538887]","[4, 4, 165, 220, 279, 342, 383, 383, 519, 552]","[102, 552, 552, 279, 552, 383, 441, 552, 552, 601]",5236302882259.038,314918.4570883541,-314918.4570883541,0.0,,,,CWT,mdp.39015056038253,5235989942302.038,,0.0,-82.5,82.0,0.0,-82.5,,313690.4570883541,71077.058619622,664356.8035875242,71077.05861962198,,0.0,71077.058619622,,,19666.076043538887,0.0,-87.0,225644.43539546774,313690.4570883541,,2873.5432348896165,0.3080158810386447,0.5062141485374935,0.6582755471239595,0.17214297685622182,0.7203935599284434,0.09989069313058263,0.17999312177050686,,0.3969587244891014,0.3477743932147943,0.3477743932147943,0.3477743932147943,,0.016643229877988858,0.4666071631419234,0.41504685499002497,,,,,0.33333333333333326,,0.17149547657805797,0.18965517241379312,0.05,0.4174799797640935,0.4174799797640935,0.18840579710144928,1.328952935434683,0.42042939411158115,8,1.2114534653559932,0.6732493287417209,10,0,0.29331634936416023,0.47419884282081476,8,0,0.37784656119797905,0.696062526014048,10,1.1547005383792515,0.8845299461620748,9.0,8.88888888888889,0.4922649730810374,10,gaus,1.0,1.0,0.0,1,7.75,0.3101333831491619,0.07196284684132893,0.5570628420895214,0.6606263703049897,0.1773524822811885,0.724808779514467,0.0961664212160917,0.18600780113601315,,0.3969587244891014,0.34777439321479436,0.34777439321479436,0.3477743932147942,,0.016554893050547068,0.47101278374227595,0.421011533992621,,,,,0.826086956521739,,0.17184259280885594,0.1896551724137931,0.050000000000000044,0.42278398121078786,0.42278398121078786,0.18840579710144928,1.5334905247918758,0.48500054840510964,14,1.2706492012905781,0.6946128336748189,20,4.242640687119285,0.7878679656440357,17.0,16.47058823529412,0.46893398282201787,20,11.25,12.5,6.104643041707408,16,1.0,1.0,0.0,3,15.75
