wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,fft_frequency_max,fft_amplitude_max,fft_spectral_centroid,fft_spectral_bandwidth,fft_spectral_magnitude,fft_variance_magnitude,fft_num_peaks,fft_peak_amplitude,fft_dominant_frequency,fft_positive_frequencies,fft_positive_amplitudes,fft_snr_threshold,fft_stationarity_threshold,fft_dynamic_cutoff,fft_dynamic_cutoff_percentile,stft_frequency_max,stft_amplitude_max,stft_spectral_centroid,stft_spectral_bandwidth,stft_spectral_magnitude,stft_variance_magnitude,stft_peak_freq_over_time,stft_num_peaks,stft_peak_amplitude,stft_dominant_frequency,stft_positive_frequencies,stft_positive_amplitudes,stft_snr_threshold,stft_stationarity_threshold,stft_window,stft_nperseg,stft_noverlap,stft_dynamic_cutoff,stft_dynamic_cutoff_percentile,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,fft_frequency_max_diff,fft_snr_threshold_diff,lower_envelope_diff,stft_dynamic_cutoff_percentile_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,prominence_threshold_diff,prominence_min_diff,stft_window_diff,fft_peak_amplitude_diff,avg_prominence_diff,stft_spectral_bandwidth_diff,stft_num_peaks_diff,stft_variance_magnitude_diff,stft_noverlap_diff,fft_spectral_centroid_diff,stft_dominant_frequency_diff,stft_nperseg_diff,fft_variance_magnitude_diff,stft_snr_threshold_diff,stft_dynamic_cutoff_diff,distance_factor_diff,fft_stationarity_threshold_diff,fft_amplitude_max_diff,fft_spectral_magnitude_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,max_autocorrelation_diff,stft_spectral_centroid_diff,stft_amplitude_max_diff,fft_dynamic_cutoff_diff,fft_num_peaks_diff,stft_peak_amplitude_diff,prominence_max_diff,upper_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,stft_stationarity_threshold_diff,fft_dominant_frequency_diff,fft_dynamic_cutoff_percentile_diff,stft_frequency_max_diff,stft_spectral_magnitude_diff,relative_num_peaks_diff,fft_spectral_bandwidth_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,kl_divergence_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_avg_variance_across_levels_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_right_bases_array_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_relative_left_bases_array_alignment_score_normalized,across_relative_peaks_array_alignment_score_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
db8,1,periodic,1.4321238770216647e-28,336.87669714807583,143587.158545301,0.65,21.314871582765218,65,smoothed,5.516954414675776e-15,,3.8508765058781496,6843.935011041888,0.5461315980689269,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333334,0.1999999999999904,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.7333333333333716, 16.99999999999994, 10.46666666666664, 16.399999999999977, 0.1999999999999904, 42.80000000000001, 14.399999999999974, 27.53333333333336, 3.0000000000000053, 77.66666666666669, 24.400000000000038, 5.399999999999975, 31.73333333333335, 18.266666666666683, 73.80000000000001]","[0, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,,,5.684341886080802e-14,,0.0,-11.5,0.0,0.13333333333332398,,,36.900462962962955,,,,,,,,,,,10.0,,,,0.0,-11.5,36.900462962962955,8.066666666666833,38.60416666666667,8863708.000000002,,,,,,0.0,5.684341886080802e-14,0.0,-11.5,,,,,,7.0,,0.8808599144530317,0.6939209991496833,0.22454605914919676,0.542408376963351,0.36586864833149335,,0.0,,292,1.3510602879391966,0.717618620582244,68,,,,,,0,0,0.5415207996093513,0.6934627976959364,67,129.61609982302866,0.785047927324994,142.33333333333334,90.75532108422777,0.7745029575817894,130,db,0.46769477062545634,0.7080530142446911,0.46019775628877313,1,97.75,,0.999999999995445,0.8913861622952512,0.4585702224868319,0.011651067328731446,0.5739457831325303,0.016022201004683573,0.9999999997818545,0.9999999999973364,0.9999999999973364,0.999999999997877,0.9999999997323802,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.599999999798437,0.9999999999250077,247,1.3059295359384515,0.710187922852331,439,135.7645019878171,0.8890812892256397,343.0,316.13119533527697,0.8044262655278525,33,469.95286195286195,480.0,322.27394832734734,297,0.6591204234963001,0.7130709214717414,0.3246944271110675,2,25.25
db12,1,symmetric,1.4082987606437879e-28,336.9495550327364,135600.83409464906,0.6136363636363636,23.863062605156593,65,smoothed,5.151434834260728e-15,,4.165465501670456,6365.717793465616,0.5592579929003954,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999999307,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333329, 16.99999999999995, 10.466666666666644, 16.39999999999998, 0.19999999999999307, 42.80000000000002, 14.399999999999979, 27.533333333333374, 3.0000000000000036, 77.66666666666667, 24.400000000000034, 5.399999999999974, 31.73333333333335, 18.266666666666655, 73.80000000000001]","[5, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,,,5.684341886080802e-14,,0.0,-11.5,0.0,0.1333333333333213,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,5.684341886080802e-14,0.0,-11.5,,,,,,7.0,,0.8815576515270652,0.8408628083530956,0.1856967251419689,0.36395367285419655,0.31000807394946794,,0.0,,246,1.311799056385237,0.6967649317560497,91,,,,,,0,0,0.516415786365159,0.661313722844019,99,87.27160668472497,0.8552709673553482,145.33333333333334,119.26029166442447,0.8071269154079118,109,db,0.46769477062545634,0.7080530142446911,0.46019775628877313,1,82.0,,0.999999999995445,0.892022253002856,0.5556751353250313,0.009635283983837173,0.407790251916758,0.013575942340358305,0.9999999997818345,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984236,0.9999999999250025,449,1.2864150391576277,0.6995755892210814,477,19.79898987322333,0.9838243546787391,463.0,462.5766738660907,0.802778190411265,34,469.95286195286195,480.0,322.27394832734734,297,0.6591204234963001,0.7130709214717414,0.3246944271110675,2,26.0
coif5,1,antisymmetric,6.365652393072861e-29,340.3980738079588,191973.34086155283,0.648936170212766,20.64210489177265,65,smoothed,4.550206365540641e-15,,3.734979746610146,7275.980703370697,0.5728942481459406,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999998597,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333359, 16.999999999999943, 10.466666666666638, 16.399999999999977, 0.19999999999998597, 42.80000000000001, 14.399999999999977, 27.53333333333336, 2.9999999999999982, 77.66666666666669, 24.400000000000034, 5.399999999999976, 31.733333333333345, 18.26666666666665, 73.80000000000004]","[1, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.58666666667,424.53333333333336,-424.53333333333336,DWT,inu.32000013032927,,,0.0,,0.0,-11.5,0.0,0.13333333333332842,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,0.0,0.0,-11.5,,,,,,7.0,,0.9145830325298759,0.6397866215476895,0.45991978704541825,0.5371876276410086,0.4163359248028131,,0.0,,161,1.4800124447920082,0.7861118401283317,34,,,,,,0,0,0.5935625987133611,0.7601066858528288,36,72.75300681071539,0.8793482474117489,77.0,47.31807267488394,0.8758266941868031,46,coif,0.43076174251642735,0.7953251986169091,0.45986922065342806,2,35.0,,0.999999999995445,0.922129780254569,0.4227961017849771,0.02386395212182979,0.5690848500384517,0.018232275170562362,0.9999999997818878,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984395,0.9999999999250087,156,1.3115347451883839,0.7132361362549795,430,193.74725804511402,0.8417097564990899,293.0,228.9419795221843,0.8011653357658848,35,451.8777777777778,485.0,269.21495641782457,90,0.6337696743026336,0.5956713474458116,0.3776598237544129,1,26.5
coif3,1,reflect,2.7168085130773704e-28,334.0959127094227,176501.59600438058,0.6707317073170732,19.606632348791866,65,smoothed,5.737290984178307e-15,,3.492138574563705,7253.658356026746,0.6710773950419378,3.2156776360278076e-05,0.9999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999999485,410.7333333333334,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.7333333333334, 3.7333333333333343, 16.99999999999995, 10.46666666666664, 16.399999999999977, 0.19999999999999485, 42.800000000000026, 14.399999999999975, 27.53333333333336, 3.000000000000001, 77.66666666666669, 24.400000000000027, 5.399999999999977, 31.73333333333335, 18.266666666666655, 73.80000000000001]","[2, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.58666666684,424.5333333333335,-424.5333333333335,DWT,inu.32000013032927,,,1.1368683772161603e-13,,0.0,-11.5,0.0,0.13333333333331954,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666666,8863708.000000002,,,,,,5.684341886080802e-14,1.1368683772161603e-13,0.0,-11.5,,,,,,7.0,,0.854229215431454,0.5263576025837216,0.3846577578923416,0.644149321074363,0.41372845042013,,0.0,,133,1.3911963180947011,0.7389369605948672,48,,,,,,0,0,0.564624469480402,0.7230489845190093,51,48.232077845903895,0.9200131379006569,77.33333333333333,62.55216138328531,0.8958827436324732,31,coif,0.43076174251642735,0.7953251986169091,0.45986922065342806,2,23.75,,0.9999999999954446,0.8671083349946039,0.3478377556238028,0.01995881581134651,0.668674698795181,0.018118088074006167,0.9999999997818212,0.9999999999973366,0.9999999999973366,0.9999999999978767,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984196,0.999999999925001,488,1.2788804014606452,0.6954781179960207,488,0.0,1.0,488.0,488.0,0.8006535947712419,36,451.8777777777778,485.0,269.21495641782457,90,0.6337696743026336,0.5956713474458116,0.3776598237544129,1,27.25
db6,1,periodic,1.23099196106274e-28,337.53395083563163,132608.24574160832,0.6578947368421053,19.126240941118116,65,smoothed,4.788050298123802e-15,,3.5927329987985512,6182.0837478803805,0.5603767245943849,3.2156776360278076e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.595833333333324,0.1999999999999904,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333354, 16.99999999999995, 10.46666666666664, 16.399999999999977, 0.1999999999999904, 42.80000000000001, 14.399999999999975, 27.533333333333356, 3.0000000000000018, 77.66666666666669, 24.400000000000034, 5.399999999999977, 31.73333333333335, 18.266666666666644, 73.79999999999998]","[5, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,,,5.684341886080802e-14,,0.0,-11.5,0.0,0.13333333333332398,,,36.90046296296297,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296297,8.066666666666606,38.60416666666667,8863708.000000002,,,,,,0.0,5.684341886080802e-14,0.0,-11.5,,,,,,7.0,,0.8871542265510229,0.5733443913479501,0.1711393320393221,0.5811518324607333,0.28855777294509183,,0.0,,265,1.25241823978658,0.665224681423051,123,,,,,,0,0,0.5002695110688241,0.6406370632449003,127,80.8537774833887,0.8659141335267186,171.66666666666666,151.68612817725446,0.7906132303896722,122,db,0.46769477062545634,0.7080530142446911,0.46019775628877313,1,91.75,,0.9999999999954446,0.897124360228681,0.37888846918335356,0.008879941548470494,0.6100190234622704,0.01263658600067083,0.9999999997818545,0.9999999999973367,0.9999999999973367,0.999999999997877,0.999999999732352,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984227,0.9999999999250022,463,1.2812210652869307,0.696751012999265,484,14.849242404917497,0.9878682660090543,473.5,473.2671594508975,0.8005109303901481,37,469.95286195286195,480.0,322.27394832734734,297,0.6591204234963001,0.7130709214717414,0.3246944271110675,2,28.25
bior3.7,1,symmetric,8.753085226313832e-29,339.0148914327274,258685.08856370964,0.7,21.276654806344112,65,smoothed,4.30873285768467e-15,,2.979233238486588,9549.791218509743,0.8005456436137303,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999998774,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.7333333333333325, 16.999999999999943, 10.466666666666638, 16.399999999999974, 0.19999999999998774, 42.80000000000001, 14.399999999999979, 27.53333333333336, 3.0, 77.66666666666667, 24.400000000000034, 5.399999999999984, 31.73333333333334, 18.266666666666644, 73.80000000000001]","[0, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.58666666667,424.53333333333336,-424.53333333333336,DWT,inu.32000013032927,,,0.0,,0.0,-11.5,0.0,0.13333333333332664,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,0.0,0.0,-11.5,,,,,,7.0,,0.9013367294311074,0.28678393967335813,0.7844379035709045,0.787783595113438,0.6819398318626795,,0.0,,75,1.6643023300712427,0.8839978149008327,10,,,,,,0,0,0.6884563999302975,0.8816261564315585,9,37.81974792794544,0.9372806833699081,31.333333333333332,13.366336633663366,0.9426591365992714,12,bior,0.4507787782915551,1.0,0.3844548551959114,4,10.0,,0.999999999995445,0.9100538126375208,0.18951807941078658,0.040702290052843426,0.8024096385542168,0.029863660384762916,0.9999999997818745,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984355,0.9999999999250072,280,1.2940517918885528,0.7037285924345474,463,129.4005409571382,0.8942806037931877,371.5,348.9636608344549,0.7953837659488814,38,713.0,738.5,369.15637774087816,270,1.0,0.8168040879788384,0.054958773606348474,6,30.0
coif4,1,periodic,1.2057833751315813e-28,337.62381008674714,194651.79971368125,0.6590909090909091,20.075717631823135,65,smoothed,5.269289278413242e-15,,3.672735361658736,8122.824673507225,0.5492425145819979,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999998064,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.7333333333333485, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.19999999999998064, 42.80000000000001, 14.399999999999977, 27.53333333333336, 3.0000000000000044, 77.66666666666669, 24.400000000000038, 5.399999999999975, 31.73333333333336, 18.266666666666666, 73.80000000000001]","[5, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,,,5.684341886080802e-14,,0.0,-11.5,0.0,0.13333333333333375,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.604166666666664,8863708.000000002,,,,,,0.0,5.684341886080802e-14,0.0,-11.5,,,,,,7.0,,0.8880147803708367,0.6107128056804865,0.47294910274802016,0.5870220529906394,0.5152558064907542,,0.0,,148,1.5155509662293127,0.8049882033513759,23,,,,,,0,0,0.6147909096561475,0.7872913182942115,22,72.45918391296809,0.8798355158988921,64.33333333333333,31.351381523862685,0.8865733687841614,37,coif,0.43076174251642735,0.7953251986169091,0.45986922065342806,2,28.25,,0.999999999995445,0.8979088825201695,0.40358298353794075,0.02454000689239011,0.6154846659364731,0.022564196571839973,0.9999999997819278,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984515,0.9999999999250133,99,1.3080263697292258,0.7113282187055575,434,236.88077169749343,0.8064699577634857,266.5,161.22326454033768,0.7943705997967756,39,451.8777777777778,485.0,269.21495641782457,90,0.6337696743026336,0.5956713474458116,0.3776598237544129,1,29.5
bior3.7,1,antisymmetric,8.729698807147596e-29,339.0265104046646,258627.25579417226,0.7,21.276654806344112,65,smoothed,4.272650609384354e-15,,2.9801670125491357,9257.580433824243,0.8259078966128703,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999998774,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.7333333333333325, 16.999999999999943, 10.466666666666638, 16.399999999999974, 0.19999999999998774, 42.80000000000001, 14.399999999999979, 27.53333333333336, 3.0, 77.66666666666667, 24.400000000000034, 5.399999999999984, 31.73333333333334, 18.266666666666644, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.58666666667,424.53333333333336,-424.53333333333336,DWT,inu.32000013032927,,,0.0,,0.0,-11.5,0.0,0.13333333333332664,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,0.0,0.0,-11.5,,,,,,7.0,,0.9014480006754005,0.28722009749188704,0.784156577086587,0.787783595113438,0.647806677151346,,0.0,,80,1.650793246600391,0.8768224357321724,13,,,,,,0,0,0.6816829895037317,0.8729522363388537,10,39.576929306520654,0.9343666180654715,34.333333333333336,15.837563451776651,0.9387145417579983,15,bior,0.4507787782915551,1.0,0.3844548551959114,4,12.25,,0.999999999995445,0.9101552528607115,0.18980630961008482,0.0406876928079728,0.8024096385542168,0.028368893702230863,0.9999999997818745,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984355,0.9999999999250072,283,1.2936515658266683,0.7035109423181062,467,130.10764773832474,0.8937029021745713,375.0,352.4293333333334,0.7936651765774817,40,713.0,738.5,369.15637774087816,270,1.0,0.8168040879788384,0.054958773606348474,6,31.5
bior3.7,1,periodic,8.742441944847319e-29,339.0201754335297,292158.6644776027,0.6625,21.276654806344112,65,smoothed,4.2999791761443566e-15,,3.3480943260749765,12212.613252571224,0.8044429359956817,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999998774,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.7333333333333325, 16.999999999999943, 10.466666666666638, 16.399999999999974, 0.19999999999998774, 42.80000000000001, 14.399999999999979, 27.53333333333336, 3.0, 77.66666666666667, 24.400000000000034, 5.399999999999984, 31.73333333333334, 18.266666666666644, 73.80000000000001]","[4, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.58666666667,424.53333333333336,-424.53333333333336,DWT,inu.32000013032927,,,0.0,,0.0,-11.5,0.0,0.13333333333332664,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,0.0,0.0,-11.5,,,,,,7.0,,0.9013873326468907,0.4590757753062866,0.947269521435988,0.6037521815008726,0.9929841916907807,,0.0,,76,1.882699597235933,1.0,1,,,,,,0,0,0.7808938005161636,1.0,1,43.30127018922193,0.928190265026166,26.0,1.4901960784313726,0.942536260207942,13,bior,0.4507787782915551,1.0,0.3844548551959114,4,10.75,,0.999999999995445,0.9100999449652021,0.30337528433133426,0.04915116753562221,0.6310617469879518,0.04348498398618715,0.9999999997818745,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984355,0.9999999999250072,281,1.2921418853008886,0.7026899509496832,468,132.22896808188437,0.891969797318722,374.5,351.1562082777036,0.7930028725155701,41,713.0,738.5,369.15637774087816,270,1.0,0.8168040879788384,0.054958773606348474,6,32.25
db11,1,antisymmetric,1.3124673310614584e-28,337.25561798278676,129019.09198733822,0.6046511627906976,24.69907394021869,65,smoothed,5.6911740277708e-15,,4.162404093185126,5982.541296131852,0.5792772724847336,3.215677636027808e-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,48.59583333333333,0.19999999999999218,410.73333333333335,"[7, 11, 13, 15, 17, 22, 24, 27, 29, 31, 35, 43, 45, 48, 52, 55]","[410.73333333333335, 3.733333333333351, 16.999999999999947, 10.46666666666664, 16.399999999999977, 0.19999999999999218, 42.80000000000001, 14.399999999999984, 27.533333333333374, 3.0000000000000027, 77.66666666666669, 24.400000000000034, 5.399999999999968, 31.733333333333345, 18.26666666666667, 73.80000000000001]","[5, 9, 12, 14, 14, 20, 20, 26, 28, 30, 20, 41, 44, 41, 50, 41]","[58, 12, 20, 16, 20, 23, 32, 32, 32, 32, 58, 46, 46, 50, 54, 58]",0.05,30,365110.5866666668,424.5333333333334,-424.5333333333334,DWT,inu.32000013032927,,,5.684341886080802e-14,,0.0,-11.5,0.0,0.1333333333333222,,,36.90046296296296,,,,,,,,,,,10.0,,,,0.0,-11.5,36.90046296296296,8.06666666666672,38.60416666666667,8863708.000000002,,,,,,0.0,5.684341886080802e-14,0.0,-11.5,,,,,,7.0,,0.8844887202539873,0.839432850828955,0.1536799570960023,0.31985876050164364,0.2652492103116425,,0.0,,188,1.2612928244401855,0.6699384364302942,113,,,,,,0,0,0.49254189979844615,0.6307412089491304,139,38.083242158898884,0.9368437111792721,146.66666666666666,140.43003661842334,0.8468077041247384,72,db,0.46769477062545634,0.7080530142446911,0.46019775628877313,1,54.25,,0.999999999995445,0.894694356363751,0.5547301632881635,0.007974023387390616,0.36673437937797687,0.011615852255523529,0.9999999997818412,0.9999999999973366,0.9999999999973366,0.999999999997877,0.9999999997323661,1.0,0.9999999999998505,0.0,0.0,0.0,0.0,0.0,0.0,2.5999999997984258,0.9999999999250034,438,1.2695087998080614,0.690381672798719,501,44.54772721475249,0.963604798027163,469.5,467.3865814696486,0.790013183327307,42,469.95286195286195,480.0,322.27394832734734,297,0.6591204234963001,0.7130709214717414,0.3246944271110675,2,32.0
