wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,spectral_centroid_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
rbio2.8,1,symmetric,1.3717907371623288e-26,318.16878374616067,5859741.996715431,0.5925925925925926,170.1090320009763,37,smoothed,8.521711864690392e-14,-3.577962370826528e-11,4.373895138656837,101181.3893043854,0.9822776243939674,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.2,42.59999999999991,948.6000000000001,"[5, 12, 28]","[42.59999999999991, 948.6000000000001, 179.39999999999998]","[1, 1, 21]","[7, 35, 35]",20102811.240000002,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000006,,0.0,90.69999999999999,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9456538715546833,0.867769043437562,0.60942240354167,0.5269461077844312,0.036336215745192885,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,252,1.5313009758342757,0.7356828423562297,31,0,0.33338604258907867,0.33338604258907867,237,0,0.5972255284127079,0.7075742200329597,31,123.41630092225797,0.7201444423531564,137.75,55.01776282065568,0.7038930828545827,121,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,91.75,61
coif1,1,periodization,1.1275568112426003e-26,319.0202780787541,5116499.1220511515,0.5526315789473685,99.3142903807459,37,smoothed,7.006310823408623e-14,-3.422606642544681e-11,3.929016845397404,98812.26005540168,0.9888822873339799,7.348795591192962e-05,1.0,771.0,,,,[],[],3,390.1999999999999,42.599999999999795,948.6,"[5, 12, 28]","[42.599999999999795, 948.6, 179.39999999999986]","[1, 1, 21]","[7, 36, 36]",20102811.240000002,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,2.0,1.0,0.0,11,,0.0,90.69999999999987,27.40000000000032,90.7,,0.0,90.69999999999987,,,15.199999999999818,0.0,11.0,0.0,0.0,,0.0,0.9554863438230314,0.05318214061110241,0.08380759050765667,0.2426725496375676,0.029886511584056405,,,,,,,0.00015812776723592663,0.0,1.0,0.10007906388361797,0.1429700912623114,258,0.7508102963418479,0.36071174876784806,266,0,0.33338604258907867,0.33338604258907867,238,0,0.27300702723268294,0.3234502297165572,282,18.29389697868299,0.9585172404111497,261.0,260.02481043631656,0.6833402528586361,162,coif,244.96296296296296,187.0,145.79582179343018,27,0.8472155506452749,1.0,0.10694911454830758,5,122.75,62
db2,1,periodic,1.0249563138711577e-26,319.4346088553166,5108271.544969182,0.55,85.28046106984509,37,smoothed,7.39348522344969e-14,-3.523463742993728e-11,3.9419943816086787,117239.70402710771,0.984575079096533,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.2,42.60000000000002,948.6000000000001,"[5, 12, 28]","[42.60000000000002, 948.6000000000001, 179.39999999999986]","[0, 0, 21]","[7, 34, 34]",20102811.240000002,948.6000000000001,-948.6000000000001,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999999,27.40000000000009,90.70000000000009,,0.0,90.69999999999999,,,15.200000000000045,0.0,2.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9602707513223346,0.07694443962373547,0.07798912047978665,0.2239520958083838,0.08005328155424922,,,,,,,0.00015812776723592663,1.0,0.0,0.10007906388361797,0.1429700912623114,295,0.7752313817902151,0.3724443694868356,241,0,0.33338604258907867,0.33338604258907867,264,0,0.283841937757698,0.3362870945174311,248,24.013884872437167,0.9455467463210041,262.0,260.4277729238878,0.6757212189654906,174,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,131.0,63
db1,1,antisymmetric,1.6505187475984187e-26,317.36545778955804,5100705.163536337,0.5526315789473685,123.49639732412923,37,smoothed,1.0293267739659829e-13,-3.626283717750313e-11,3.9411827571822737,98812.26005540167,0.9857774621565655,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2000000000001,42.60000000000025,948.6,"[5, 12, 28]","[42.60000000000025, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,0.0,90.7000000000001,27.399999999999636,90.70000000000012,,0.0,90.7000000000001,,,15.200000000000273,0.0,11.0,0.0,0.0,,2.2737367544323206e-13,0.9363776146397574,0.07545832839335916,0.07263824218987988,0.2426725496375676,0.02988651158405635,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,77,0.7448984785641235,0.35787153448284187,270,0,0.666719375922412,0.666719375922412,48,0,0.27140664928892405,0.32155415173355,293,127.33944138927787,0.7112484322238597,172.0,97.71107099837438,0.660612878243449,183,db,189.60493827160494,200.0,111.3308895828496,81,0.6557573040424418,0.7636082311095856,0.311887417837415,2,137.75,64
bior1.1,1,smooth,1.6505187475984187e-26,317.36545778955804,5100705.163536337,0.5526315789473685,123.49639732412923,37,smoothed,1.0293267739659829e-13,-3.626283717750313e-11,3.9411827571822737,98812.26005540167,0.9857774621565655,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2000000000001,42.60000000000025,948.6,"[5, 12, 28]","[42.60000000000025, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,0.0,90.7000000000001,27.399999999999636,90.70000000000012,,0.0,90.7000000000001,,,15.200000000000273,0.0,11.0,0.0,0.0,,2.2737367544323206e-13,0.9363776146397574,0.07545832839335916,0.07263824218987988,0.2426725496375676,0.02988651158405635,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,143,0.7448984785641235,0.35787153448284187,287,0,0.666719375922412,0.666719375922412,144,0,0.27140664928892405,0.32155415173355,291,84.02132665777977,0.8094754497556014,216.25,191.77111937299628,0.6595563189821091,184,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,138.75,65
haar,1,periodization,1.6505187475984187e-26,317.36545778955804,5100705.163536337,0.5526315789473685,123.49639732412923,37,smoothed,1.0293267739659829e-13,-3.626283717750313e-11,3.9411827571822737,98812.26005540167,0.9857774621565655,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2000000000001,42.60000000000025,948.6,"[5, 12, 28]","[42.60000000000025, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,0.0,90.7000000000001,27.399999999999636,90.70000000000012,,0.0,90.7000000000001,,,15.200000000000273,0.0,11.0,0.0,0.0,,2.2737367544323206e-13,0.9363776146397574,0.07545832839335916,0.07263824218987988,0.2426725496375676,0.02988651158405635,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,80,0.7448984785641235,0.35787153448284187,272,0,0.666719375922412,0.666719375922412,52,0,0.27140664928892405,0.32155415173355,294,126.12559877624632,0.7140009098044301,174.5,103.06993714183737,0.659154649913553,185,haar,208.0,207.0,18.828170383762746,9,0.7193774618118934,0.1291406718804282,0.45769357516754616,1,139.0,66
rbio1.1,1,symmetric,1.6505187475984187e-26,317.36545778955804,5100705.163536337,0.5526315789473685,123.49639732412923,37,smoothed,1.0293267739659829e-13,-3.626283717750313e-11,3.9411827571822737,98812.26005540167,0.9857774621565655,7.348795591192967e-05,1.0,771.0000000000002,,,,[],[],3,390.2000000000001,42.60000000000025,948.6,"[5, 12, 28]","[42.60000000000025, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 34, 34]",20102811.240000002,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,3.725290298461914e-09,,0.0,11.0,1.0,0.0,11,,0.0,90.7000000000001,27.399999999999636,90.70000000000012,,0.0,90.7000000000001,,,15.200000000000273,0.0,11.0,0.0,0.0,,2.2737367544323206e-13,0.9363776146397574,0.07545832839335916,0.07263824218987988,0.2426725496375676,0.02988651158405635,,,,,,,0.00015812776723592663,1.0,1.0,0.20007906388361796,0.28582723411945427,83,0.7448984785641235,0.35787153448284187,279,0,0.666719375922412,0.666719375922412,60,0,0.27140664928892405,0.32155415173355,301,126.81843977382259,0.7124298417827153,180.75,112.29221319670812,0.651282948102242,198,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,149.5,67
rbio4.4,1,reflect,2.2491193954638986e-20,256.0215372987602,5320402.193341559,0.5869565217391305,127.5778860072259,37,smoothed,1.0469072455790053e-10,1.2665503978935176e-09,4.135265086675709,106606.83015849986,0.9890630845233018,7.3487955912044e-05,1.0,771.000000000036,,,,[],[],3,390.1999999997117,42.59999999977481,948.5999999995547,"[5, 12, 28]","[42.59999999977481, 948.5999999995547, 179.39999999980557]","[1, 1, 21]","[7, 36, 36]",20102811.239997797,948.5999999999198,-948.5999999999198,0.0,,,,DWT,uc1.l0082986993,2.201646566390991e-06,,0.0,2.0,1.0,0.0,11,,8.026290743146092e-11,90.69999999971168,27.40000000086502,90.70000000003671,,0.0,90.69999999971168,,,15.199999999774832,0.0,11.0,4.4531134335557e-10,8.026290743146092e-11,,3.603872755775228e-11,0.2280201142199143,0.43082950759181604,0.22800604614946673,0.4868523821921381,0.051106405454256904,,,,,,,0.09345351043643263,0.0,1.0,0.14672675521821632,0.20960965031173762,190,0.6814133604611481,0.3273713827358136,347,0,0.3644845034788109,0.3644845034788109,187,0,0.28496289112151846,0.33761516517811874,245,74.75013935327033,0.8304985502193416,242.25,227.60600827945456,0.6405894111640926,214,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,161.5,68
rbio3.3,1,reflect,9.897368725377903e-27,319.58646490472387,5063133.997829624,0.5227272727272727,149.22044528118198,37,smoothed,6.445294748364421e-14,-3.230757883443404e-11,4.096536109328251,100328.14985690534,0.9556026146313052,7.348795591192971e-05,1.0,771.0000000000001,,,,[],[],3,390.2,42.60000000000002,948.6,"[5, 12, 28]","[42.60000000000002, 948.6, 179.39999999999998]","[1, 1, 21]","[7, 36, 36]",20102811.24,948.6,-948.6,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,2.0,1.0,0.0,11,,0.0,90.69999999999999,27.40000000000009,90.70000000000005,,0.0,90.69999999999999,,,15.200000000000045,0.0,11.0,0.0,0.0,,1.1368683772161603e-13,0.9620242807792253,0.35991546618970066,0.04606824480198182,0.02994011976047911,0.03401336146562217,,,,,,,0.0,0.0,1.0,0.1,0.14285714285714288,326,0.8057878164538168,0.3871245956868768,222,0,0.33333333333333337,0.33333333333333337,303,0,0.2863922945994018,0.3393086779347884,239,49.88319690370028,0.8868861748215413,272.5,265.66740973973685,0.6344861713109975,222,rbio,219.9047619047619,215.5,123.42171144957784,126,0.7605506224009442,0.8465380552842389,0.2136531477340674,4,167.5,69
bior3.5,1,zero,7.74834105503582e-27,320.6495751203066,5206722.213629012,0.5625,34.962689734802275,37,smoothed,5.744353941465948e-14,-3.098479250951415e-11,3.910800162385732,154590.13896300844,0.9965633962447601,7.348795591192967e-05,1.0,771.0,,,,[],[],3,390.1999999999999,42.59999999999991,948.5999999999999,"[5, 12, 28]","[42.59999999999991, 948.5999999999999, 179.39999999999986]","[1, 1, 21]","[7, 36, 36]",20102811.24,948.5999999999999,-948.5999999999999,0.0,,,,DWT,uc1.l0082986993,0.0,,0.0,2.0,1.0,0.0,11,,1.1368683772161603e-13,90.69999999999987,27.40000000000032,90.70000000000005,,0.0,90.69999999999987,,,15.199999999999932,0.0,11.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,0.9743003480562421,0.019826790127423714,0.14761256601107936,0.31287425149700626,0.18173589584372912,,,,,,,0.0,0.0,1.0,0.1,0.14285714285714288,309,0.8661439458392909,0.41612148755898865,170,0,0.33333333333333337,0.33333333333333337,324,0,0.32726997030709615,0.3877392759745366,174,83.66749667582985,0.8102777853155786,244.25,222.8145985282835,0.628211455016066,232,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,174.75,70
sym5,1,reflect,2.2065473208249e-22,276.10452995024445,5321639.023568719,0.5434782608695652,132.1202839159545,37,smoothed,1.0521025492257528e-11,,4.140325172646597,103021.02705666672,0.9869684923565754,7.348795591194962e-05,0.9999999999999998,771.0000000000017,,,,[],[],3,390.1999999999883,42.59999999997751,948.5999999999814,"[5, 12, 28]","[42.59999999997751, 948.5999999999814, 179.400000000006]","[1, 1, 21]","[7, 36, 36]",20102811.240000006,948.5999999999913,-948.5999999999913,0.0,,,,DWT,uc1.l0082986993,7.450580596923828e-09,,0.0,2.0,1.0,0.0,11,,8.753886504564434e-12,90.69999999998828,27.400000000035106,90.70000000000141,,0.0,90.69999999998828,,,15.199999999977535,0.0,11.0,1.864464138634503e-11,8.753886504564434e-12,,1.7053025658242404e-12,0.45992473266844464,0.4400946927481032,0.2288807215897084,0.17755792762301487,0.041344435229614146,,,,,,,0.00031625553447185326,0.0,1.0,0.10015812776723593,0.1430830396674799,213,0.6980034919110242,0.3353417786623615,337,0,0.33343875184482397,0.33343875184482397,215,0,0.2695605019717771,0.31936689384544864,325,67.73231626532986,0.8464119812577554,272.5,259.90429312298954,0.6142490745291045,255,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,192.75,71
bior4.4,1,reflect,2.249643821581114e-20,256.0205247743889,5257325.032892387,0.5869565217391305,138.54815737804108,37,smoothed,1.0468414123542478e-10,1.2669556515019662e-09,4.1400595498703865,98976.59896500662,0.9889948367591044,7.348795591204396e-05,1.0,771.0000000000359,,,,[],[],3,390.1999999997117,42.59999999977481,948.5999999995547,"[5, 12, 28]","[42.59999999977481, 948.5999999995547, 179.39999999980557]","[1, 1, 21]","[7, 36, 36]",20102811.239997797,948.5999999999198,-948.5999999999198,0.0,,,,DWT,uc1.l0082986993,2.201646566390991e-06,,0.0,2.0,1.0,0.0,11,,8.026290743146092e-11,90.69999999971168,27.40000000086502,90.70000000003671,,0.0,90.69999999971168,,,15.199999999774832,0.0,11.0,4.4531134335557e-10,8.026290743146092e-11,,3.5925040720030665e-11,0.22800842228325524,0.4396083286393749,0.18339843398610306,0.4868523821921381,0.030333906908549674,,,,,,,0.09345351043643263,0.0,1.0,0.14672675521821632,0.20960965031173762,191,0.6551829503229671,0.31476950825707944,370,0,0.3644845034788109,0.3644845034788109,188,0,0.2736402948018842,0.3242005054248656,280,86.43832097706047,0.8039947370134684,257.25,237.6866108880178,0.6103307018400674,266,bior,199.13492063492063,185.0,120.06007517402966,126,0.6887171815599138,0.8234809043028405,0.2708537016172082,3,200.25,72
sym4,1,reflect,1.7195506932032035e-21,267.18751257069255,5173502.969469508,0.5909090909090909,128.79758439591444,37,smoothed,3.0303672484268264e-11,,4.055289437831579,107227.7722814084,0.9888945919499074,7.348795591187123e-05,1.0,770.9999999999934,,,,[],[],3,390.2000000000662,42.60000000006687,948.6000000001328,"[5, 12, 28]","[42.60000000006687, 948.6000000001328, 179.39999999999884]","[0, 0, 21]","[7, 34, 34]",20102811.24000017,948.6000000000294,-948.6000000000294,0.0,,,,DWT,uc1.l0082986993,1.7136335372924805e-07,,0.0,11.0,1.0,0.0,11,,2.9331204132176936e-11,90.70000000006621,27.399999999801366,90.7000000000666,,0.0,90.70000000006621,,,15.200000000066893,0.0,2.0,1.3278622645884752e-10,2.9331204132176936e-11,,6.59383658785373e-12,0.3569571347118188,0.28439144333794786,0.12412020920117961,0.51497005988024,0.0527968548021201,,,,,,,0.007273877292852626,1.0,0.0,0.10363693864642631,0.14805276949489474,200,0.6455368729695992,0.3101352438525606,373,0,0.3357579590976176,0.3357579590976176,197,0,0.2666471403866613,0.31591523370503055,327,89.47019988055614,0.7971197281620042,274.25,252.92106033319675,0.5876188209971018,291,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,219.75,73
sym2,1,periodic,3.1670726721661463e-21,264.53508211753433,5108271.544969125,0.55,85.28046106960213,37,smoothed,3.968246752216097e-11,4.776877116085774e-10,3.941994381608648,117239.70402709254,0.9845750790965506,7.348795591201397e-05,1.0,771.0000000000148,,,,[],[],3,390.19999999989267,42.59999999988497,948.5999999998509,"[5, 12, 28]","[42.59999999988497, 948.5999999998509, 179.39999999994222]","[0, 0, 21]","[7, 36, 36]",20102811.239999212,948.5999999999567,-948.5999999999567,0.0,,,,DWT,uc1.l0082986993,7.860362529754639e-07,,0.0,2.0,1.0,0.0,11,,4.331468517193571e-11,90.69999999989267,27.400000000322052,90.70000000000573,,0.0,90.69999999989267,,,15.199999999884994,0.0,2.0,1.4915713109076023e-10,4.331468517193571e-11,,1.4779288903810084e-11,0.3263286879023509,0.07694443962367936,0.07798912047974581,0.2239520958083838,0.0800532815542079,,,,,,,0.033364958886780524,0.0,0.0,0.016682479443390262,0.02383211349055752,365,0.3948661437381598,0.18970551939814853,411,0,0.011121652962260175,0.011121652962260175,362,0,0.15705352507367357,0.18607212890376984,411,27.451472334527583,0.9377517634137696,387.25,385.78992890595447,0.5298169247907851,356,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,268.5,74
sym3,1,antireflect,9.203471752942474e-19,239.90214556902575,5165446.9648565035,0.5714285714285714,141.31051004765075,37,smoothed,6.936178958521602e-10,,4.021355966544218,175892.97225132995,0.9912089621383706,7.348795591084552e-05,1.0,770.9999999996837,,,,[],[],3,390.2000000016945,42.60000000189655,948.6000000011325,"[5, 12, 28]","[42.60000000189655, 948.6000000011325, 179.4000000020544]","[1, 1, 21]","[7, 34, 34]",20102811.240023557,948.6000000005985,-948.6000000005985,0.0,,,,DWT,uc1.l0082986993,2.3558735847473145e-05,,0.0,11.0,1.0,0.0,11,,5.984475137665868e-10,90.70000000169449,27.39999999491647,90.7000000016945,,0.0,90.70000000169449,,,15.20000000189657,0.0,11.0,1.1324345905450173e-09,5.984475137665868e-10,,3.162767825415358e-10,0.04188443944386444,0.22225813250454463,0.11842307371181725,0.37639007698887944,0.23973060953975187,,,,,,,0.9999999999999999,1.0,1.0,0.7,1.0,1,0.44191954138595213,0.21231138060396815,401,0,1.0,1.0,1,0,0.1997372664377715,0.23664249732733694,392,228.37159046898398,0.48215058850570525,198.75,1.9949679069221424,0.5157351581984309,377,sym,289.1388888888889,343.5,140.5528626487132,72,1.0,0.9640390301983726,0.010788290940488231,6,284.25,75
