signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,avg_prominence_diff,prominence_max_diff,upper_envelope_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,lower_envelope_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,max_autocorrelation_diff,prominence_threshold_diff,relative_num_peaks_diff,prominence_min_diff,distance_factor_diff,emd_value_normalized,smoothness_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,relative_num_peaks_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_relative_num_peaks_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_signal_weighted_score,across_reconstruction_signal_normalized_weighted_score,across_reconstruction_signal_normalized_weighted_rank,across_wavelet_signal_weighted_score,across_wavelet_signal_normalized_weighted_score,across_wavelet_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
smoothed,gaus8,14.185249803981938,0.6274509803921569,141.7572504619778,-0.40651373579442596,36,17,1111.0827489760459,,False,8.325270987376094,19688.89136175632,0.10969914222267325,2.4247326214184494e-06,0.6029070030278124,2,3549.3562614904445,2066.84326556641,5031.869257414479,"[7, 22]","[5031.869257414479, 2066.84326556641]","[0, 13]","[28, 28]",0.05,10,83426163.21017897,3698.0667097714845,-3698.0667097714845,CWT,uc1.l0082986993,3371.1562614904446,4348.535924081146,3014.733376438151,0.0,-4.0,0.0,-4.0,3371.1562614904446,6207.712522980889,3371.156261490444,3014.733376438151,0.0,-4.0,,0.0,3.0,2062.3765988997434,0.0,0.01367694746018469,0.1201947836494025,0.9692402064180327,0.0,0.9311587137659708,0.0,0.9592859362036912,0.28764028604206227,,0.39279984790152667,0.6031283855363692,0.6031283855363692,0.6029356337024859,0.920140514252169,0.711982820151579,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.39014576022968805,0.39014576022968805,0.034482758620689655,1.9729475321542456,0.7447792333253067,2,1.5860554889649827,0.6262654157675331,12,0,0,0.49851859995782477,0.7209171204437328,3,1,0.11111111111111112,0.4045940536368624,0.5421396344236591,12,5.5,0.5769230769230769,7.25,4.0,0.5096153846153846,11,gaus,0.49038461538461536,1.0,0.3567307692307692,1,8.5,0.045871582571442,0.16884631384465193,0.9692402064180325,0.19078521743017746,0.931158713765971,0.0,0.9592859362036912,0.29946767860569085,,0.3927998479015267,0.632864159138584,0.632864159138584,0.6318855804825422,0.5002230904421793,0.759376383545093,0.33333333333333337,,0.24324324324324326,0.3103448275862069,0.3901457602296881,0.3901457602296881,0.13846153846153847,1.689366613192468,0.6907233793577622,6,1.7104329042974749,0.6808769223827584,18,8.48528137423857,0.6857303194726456,12.0,9.0,0.6206429375141006,11,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,9.0
smoothed,gaus5,14.446810867069349,0.7124183006535948,196.23122413858093,-2.9570456714840985,36,17,1670.8131018748925,,False,8.509779340294921,25908.017884665955,0.09090441456906513,1.3645711845622998e-06,0.19979744485481776,2,3203.3755824118293,1400.5062742105358,5006.244890613123,"[10, 25]","[5006.244890613123, 1400.5062742105358]","[5, 18]","[30, 30]",0.05,10,127183487.10576233,2997.7263529028983,-2997.7263529028983,CWT,uc1.l0082986993,3025.1755824118295,4322.91155727979,2314.393019569565,0.0,-4.0,0.0,-4.0,3025.1755824118295,5515.751164823659,3025.1755824118295,2314.393019569565,0.0,-4.0,,0.0,3.0,1396.0396075438691,0.0,0.3761787726209822,0.01825333990805056,0.7454703007980967,0.41568080808100233,0.9583927179148465,0.2680412371134021,0.17807602612275597,0.509035471945371,,0.2657717573621522,0.522481602959052,0.522481602959052,0.5222496827526473,0.769014097359626,0.7039163697390387,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.15025569831341337,0.15025569831341337,0.034482758620689655,1.68669279174204,0.6367192962892977,6,1.634709671308104,0.6454768695571028,10,0,0,0.4145202168093682,0.5994454792523354,10,1,0.11111111111111112,0.42808552875750777,0.5736172590192243,10,2.0,0.8461538461538461,9.0,8.571428571428571,0.5769230769230769,8,gaus,0.49038461538461536,1.0,0.3567307692307692,1,6.25,0.3965409620054927,0.07575269279522831,0.7454703007980967,0.47657250090316305,0.9583927179148467,0.26804123711340216,0.17807602612275597,0.5171870140586321,,0.2657717573621522,0.558259870861866,0.558259870861866,0.5570824389312831,0.438554111777014,0.7536801720513022,0.33333333333333337,,0.24324324324324326,0.3103448275862069,0.1502556983134134,0.1502556983134134,0.13846153846153847,1.4544160507532593,0.594660248239444,11,1.6917745972459952,0.6734495566847735,19,5.656854249492381,0.7904868796484303,15.0,13.933333333333334,0.6174656620464374,12,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,9.75
raw,gaus4,14.440325061258761,0.7156862745098039,173.84463862696643,-3.187189016023516,36,17,1252.2338097934924,,False,8.302051345171535,25327.528401498552,0.09693880318401724,1.5101332825606763e-06,0.5017530127041262,5,1591.8750232562118,82.64122226974746,3305.4102037592,"[3, 9, 16, 20, 24]","[2900.506333034586, 1475.2793640483235, 82.64122226974746, 195.53799316920174, 3305.4102037592]","[0, 7, 15, 15, 15]","[33, 15, 17, 21, 33]",0.05,10,132336768.16403666,4925.718175388135,-4925.718175388135,CWT,uc1.l0082986993,1327.5113868925755,2523.4102037592,4081.718175388135,0.0,-8.5,0.0,-8.5,1327.5113868925755,5051.375116281059,1327.5113868925753,4081.718175388135,0.0,-4.0,,0.0,7.0,59.64122226974746,10.0,0.21286778811600127,0.08853461667882512,0.8253411336472775,0.1548200247227504,0.9552668564270985,0.25233644859813115,0.928781450689835,0.5261722995043862,,0.18607390328234855,0.6945078057526805,0.6945078057526805,0.6915446734138003,0.397167990583119,0.3536570076750545,1.0,,0.0,0.0,0.7883642735534102,0.7883642735534102,0.1384615384615385,1.7984407727032115,0.7647931972577758,8,1.8235849217186797,0.785890784661808,7,0,0,0.47772077266900353,0.7234002384277786,8,1,0.11111111111111112,0.4874595217424826,0.7246932606163162,8,0.5,0.9642857142857143,7.75,7.724137931034484,0.7053571428571428,3,gaus,0.5384615384615384,1.0,0.3230769230769231,1,2.5,0.13430229683763253,0.08853461667882512,0.7252787659398138,0.15482002472275042,0.9577174092115198,0.2783505154639176,0.7632536217052536,0.4968652238446747,,0.011005569557023536,0.19219021235702752,0.19219021235702752,0.1900370436157949,0.3971679905831189,0.3536570076750545,1.0,,0.0,0.0,0.7556238409564631,0.7556238409564631,0.13846153846153847,1.2809812545700416,0.5237487790637189,15,1.6736747949914992,0.6662445165900616,20,3.5355339059327378,0.8690542997802689,17.5,17.142857142857142,0.6104530758160605,13,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,10.5
raw,gaus2,14.611670442015738,0.6715686274509803,199.22674453087663,-4.747043944069423,36,17,1509.8344043858995,,False,8.399894367444729,30421.979900895458,0.07779110856237953,1.8204133109022472e-06,0.4642810869562222,5,1242.269192003378,332.84643663198096,2637.0425496270855,"[3, 9, 16, 20, 23]","[2637.0425496270855, 1211.44585102879, 332.84643663198096, 385.9347994950959, 1644.0763232339384]","[0, 7, 15, 15, 15]","[33, 33, 18, 21, 33]",0.05,10,184894281.93337828,5465.321691373027,-5465.321691373027,CWT,uc1.l0082986993,977.9055556397417,1855.0425496270855,4621.321691373027,0.0,-8.5,0.0,-8.5,977.9055556397417,3303.345960016891,977.9055556397416,4621.321691373027,0.0,-8.5,,0.0,7.0,309.84643663198096,10.0,0.46866296711689626,0.11578055335738585,0.6090704943907154,0.306370299276145,0.9893917109492588,0.0,0.8209930833429038,0.7150385765402155,,1.0,0.42208938103858323,0.42208938103858323,0.41648391655774475,0.2413801398990534,0.20508110166110058,1.0,,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,1.7014294243705503,0.7235387837748651,9,1.8030690218426635,0.7770492679001922,9,0,0,0.4755936600162553,0.7201792066280436,9,1,0.11111111111111112,0.4976079050661345,0.7397805954056996,7,1.0,0.9285714285714286,8.5,8.4,0.6607142857142858,5,gaus,0.5384615384615384,1.0,0.3230769230769231,1,4.0,0.2956882931119611,0.11578055335738585,0.5884255138219411,0.30637029927614506,0.9755580646796723,0.13917525773195863,0.6906345553731255,0.675211908199797,,0.05870379288206605,0.116804227545773,0.116804227545773,0.11445012196457438,0.24138013989905333,0.2050811016611006,1.0,,0.0,0.0,0.940456143693723,0.940456143693723,0.0,1.121441789239022,0.45851862844168945,21,1.71946883273383,0.6844738802810535,17,2.8284271247461903,0.8952434398242152,19.0,18.789473684210527,0.5957698680602557,14,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,11.25
smoothed,cgau8,6.051914585789255,0.9035947712418301,203.1411824000262,-6.893460517055622,36,17,1406.2885170485729,-3584.658121000605,True,8.76914125834341,20286.115548211805,0.10576437510246733,4.146379079414726e-06,0.44888778295633913,2,2812.676376844912,2047.6548471976528,3577.697906492171,"[7, 22]","[3577.697906492171, 2047.6548471976528]","[0, 13]","[28, 28]",0.05,10,90429121.43484522,2896.259058589792,-2896.259058589792,CWT,uc1.l0082986993,2634.476376844912,2894.3645731588376,2212.9257252564585,0.0,-4.0,0.0,-4.0,2634.476376844912,4734.352753689824,2634.476376844912,2212.9257252564585,0.0,-4.0,,0.0,3.0,2043.188180530986,0.0,0.20486298761338906,0.2857423308803053,0.400110508925399,1.0,0.08430757139073064,0.8711340206185567,0.6608029589999221,0.3089009179490015,0.8109666167601469,0.3891418367488003,0.4314111016570812,0.4314111016570812,0.43113495050671663,0.5983543623208526,0.2542153683942588,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.1154997467585391,0.1154997467585391,0.034482758620689655,1.3176443462893468,0.4974050906225934,11,1.990123492329764,0.7858145727082766,4,0,0,0.3445403588963243,0.49824629097731155,12,0,0.0,0.5140919903486056,0.6888624318682552,6,3.8622100754188224,0.7029069172754752,8.25,6.769230769230769,0.5341457663300453,10,cgau,0.7692307692307693,,,2,8.0,0.23081710671394495,0.3200254620101166,0.40011050892539896,0.8783014027270823,0.08430757139073075,0.8711340206185567,0.660802958999922,0.32037531772712136,0.9746648456083857,0.38914183674880043,0.4740128653954831,0.4740128653954831,0.47261087810361646,0.3689143242698957,0.4361189299159708,0.33333333333333337,,0.24324324324324326,0.3103448275862069,0.11549974675853913,0.11549974675853913,0.13846153846153847,1.20803450759795,0.49392338581381784,20,2.0174144202129587,0.8030779331676731,7,9.192388155425117,0.6595411794286994,13.5,10.370370370370372,0.5797705897143497,15,16.0,16.0,1.4142135623730951,2,0.6808510638297872,0.09090909090909091,0.49613152804642163,2,11.75
raw,gaus6,14.482952885584854,0.7091503267973857,172.63674411020713,-3.073985487293916,36,17,1283.7474453339166,,False,8.266837773182573,26315.75723006465,0.09720078542229983,1.4438814411749836e-06,0.4894286870293527,5,1794.1460576892218,9.542783702342376,4210.87223965021,"[3, 9, 17, 20, 24]","[3043.411674767224, 1605.7010801014799, 9.542783702342376, 101.20251022485434, 4210.87223965021]","[0, 7, 15, 15, 15]","[32, 15, 18, 21, 32]",0.05,10,128682488.44235438,4683.465616247515,-4683.465616247515,CWT,uc1.l0082986993,1529.7824213255853,3428.87223965021,3839.465616247515,0.0,-8.5,0.0,-8.5,1529.7824213255853,6062.73028844611,1540.6410325146858,3839.465616247515,0.0,0.5,,0.0,7.0,13.457216297657624,10.0,0.24416055767185768,0.08271698966338119,0.8410365672957896,0.10027728494482205,0.9637565413972894,0.21495327102803782,0.8933304052305552,0.5628088441319782,,0.03583575653762687,0.8521206132052016,0.8521206132052016,0.8592295241589936,0.48730198404952774,0.554938205997608,1.0,,0.0,0.0,0.6933513708971085,0.6933513708971085,0.276923076923077,2.0336372108991334,0.8648113010962081,5,1.8031391259053298,0.7770794798942489,8,0,0,0.5254310429892877,0.795646669606229,6,1,0.11111111111111112,0.4823245021149083,0.7170591618834956,9,1.8257418583505538,0.8695898672606748,7.0,6.635944700460828,0.6847949336303374,4,gaus,0.5384615384615384,1.0,0.3230769230769231,1,3.25,0.15404549454245403,0.08271698966338119,0.7352106325379932,0.10027728494482208,0.9621558616740196,0.25773195876288674,0.7393695803646457,0.5314611631680296,,0.002201216552163269,0.23580619288824475,0.23580619288824475,0.23611697817369506,0.4873019840495276,0.554938205997608,1.0,,0.0,0.0,0.6726442142054603,0.6726442142054603,0.27692307692307694,1.4585415702410716,0.5963470299835457,10,1.6547967790121922,0.6587296907302524,21,7.7781745930520225,0.7119194595165917,15.5,13.548387096774194,0.5689226927212588,16,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,12.75
raw,cgau8,9.847288571526924,0.8464052287581699,235.2613582698292,-6.31014929580477,36,17,1513.6706220156616,-10782.517323142885,True,8.847711611308329,30449.460527825802,0.09366822354968277,1.5270646505237432e-06,0.4220395534957879,7,1078.1766358203647,25.44111399735243,3163.247588420913,"[3, 9, 13, 16, 20, 24, 26]","[2452.7890634026326, 1610.5935710966169, 25.44111399735243, 87.4858868031107, 109.05028040120509, 3163.247588420913, 98.62894662072267]","[0, 7, 12, 15, 15, 7, 25]","[32, 15, 15, 18, 21, 32, 32]",0.05,20,127297835.26194817,3813.4260859771402,-3813.4260859771402,CWT,uc1.l0082986993,813.8129994567283,2381.247588420913,2969.4260859771402,0.0,-3.0,0.0,-7.5,813.8129994567283,4639.236450742553,836.1517687023307,2969.4260859771402,0.0,-3.0,,0.0,5.0,2.4411139973524314,0.0,0.47247229829039006,0.09002137359923928,0.3923491906547004,0.9999999999999999,0.04052552325176306,1.0,0.6994848919421546,0.7160573640779041,0.19963825815151867,0.0,0.29422585112406713,0.29422585112406713,0.3049557312797989,0.3604373693243397,0.3220547312264337,0.5,,0.05405405405405404,0.3793103448275862,0.3521166632433948,0.3521166632433948,0.16923076923076927,1.0272975393654422,0.4368618536630553,11,1.9704925832542215,0.8492019998522617,5,0,0,0.2818940023898255,0.4268648135203685,11,0,0.0,0.5122832111075188,0.7615979872327311,6,3.2015621187164243,0.7713169915202553,8.25,7.292817679558011,0.5910156386172705,8,cgau,0.6153846153846154,,,2,6.5,0.29809167189718444,0.09002137359923928,0.45128708707361864,1.0,0.47948577434661804,0.6907216494845361,0.6087721835011468,0.6761739506684725,0.08398302218932885,0.00010114637964178143,0.08142072463415703,0.08142072463415703,0.083802085149499,0.36043736932433956,0.32205473122643374,0.6666666666666666,,0.05405405405405406,0.3793103448275862,0.3746264936225947,0.3746264936225947,0.16923076923076924,0.9089693123646454,0.37164600641807477,23,1.9508093754038012,0.7765642723214141,9,9.899494936611665,0.6333520393847532,16.0,12.9375,0.5203797233960803,17,16.0,16.0,1.4142135623730951,2,0.6808510638297872,0.09090909090909091,0.49613152804642163,2,13.25
smoothed,gaus7,14.292131686678808,0.6977124183006536,174.5279543444158,-1.8885260393395595,36,17,1365.979473128579,,False,8.452114525250977,21950.62293987312,0.09417730704068573,1.1747417456793112e-06,0.23736106972019816,2,3544.0734297220442,2260.8543781153276,4827.292481328761,"[9, 26]","[4827.292481328761, 2260.8543781153276]","[5, 18]","[30, 30]",0.05,10,98120769.89179641,2860.6766824453643,-2860.6766824453643,CWT,uc1.l0082986993,3365.8734297220444,4143.959147995428,2177.343349112031,0.0,-4.0,0.0,-4.0,3365.8734297220444,6197.1468594440885,3365.8734297220444,2177.343349112031,0.0,-4.0,,0.0,3.0,2256.387711448661,0.0,0.178757378160894,0.0,0.8392164460206923,0.2857671400214663,0.9422873641944691,0.22164948453608235,0.2508728016107844,0.36815585062431844,,0.42978542950695564,0.6018969775104837,0.6018969775104837,0.6017036276087453,0.9178329419382162,0.6475828514559432,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.10331158948229552,0.10331158948229552,0.034482758620689655,1.8348473211884697,0.6926469958639039,4,1.507455587877125,0.5952296795801462,13,0,0,0.4479281730374535,0.6477573528833275,6,1,0.11111111111111112,0.38028275259053274,0.5095634763137075,13,4.69041575982343,0.63919878770589,9.0,7.01123595505618,0.47344554769909886,12,gaus,0.49038461538461536,1.0,0.3567307692307692,1,9.25,0.20556361216286667,0.05908361841368627,0.8392164460206923,0.38725475142094246,0.9422873641944693,0.2216494845360824,0.2508728016107843,0.37864643374864626,,0.4297854295069556,0.6317250148799602,0.6317250148799602,0.6307433999029345,0.4992814573993032,0.71389964679933,0.33333333333333337,,0.24324324324324326,0.3103448275862069,0.10331158948229552,0.10331158948229552,0.13846153846153847,1.5614932937517638,0.6384404168296546,8,1.588162582551292,0.6322044254025367,23,10.606601717798213,0.6071628993408069,15.5,11.870967741935484,0.5165444126333665,18,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,14.25
smoothed,fbsp,7.424095411648551,0.8856209150326797,284.3475307008488,-11.453924659863755,36,17,2348.19697616014,-4463.010501248861,True,8.717985141307581,39420.30576122376,0.08680627906135437,5.108619549158475e-06,0.46075036021002513,4,1380.211144920459,103.19572182301958,5073.165179476779,"[7, 16, 18, 20]","[5073.165179476779, 120.44531810969897, 224.038360272339, 103.19572182301958]","[0, 15, 17, 19]","[28, 17, 28, 28]",0.05,20,249010888.79930228,4705.652183541936,-4705.652183541936,CWT,uc1.l0082986993,1202.011144920459,4389.831846143446,4022.3188502086027,0.0,-3.0,0.0,-3.0,1202.011144920459,4629.844579681836,1202.011144920459,4022.3188502086027,0.0,-3.0,,0.0,1.0,98.72905515635289,10.0,0.8148773164665584,0.3782680343268685,0.0,0.8847498461107896,0.22718043581234015,0.8144329896907214,0.6837921507017551,0.9900604961814004,0.0,0.01845713361442977,0.09750889527888101,0.09750889527888101,0.09707057515429035,0.5755294665551836,0.7249826148445758,0.0,,1.0,1.0,0.735277579805934,0.735277579805934,0.10344827586206896,1.2582203775926117,0.47497279725147845,12,1.9092230008291438,0.7538704318519587,5,0,0,0.4320884180166816,0.624851185331956,8,0,0.0,0.5325956965878258,0.7136566483077714,4,3.593976442141304,0.7235402736814381,7.25,6.075949367088608,0.5829239829945652,7,fbsp,0.5384615384615384,,,4,6.25,0.8209199180582263,0.40452056486387056,0.0,0.7990650565702913,0.22718043581234026,0.8144329896907216,0.683792150701755,0.9902255229385948,0.8659752369798729,0.018457133614429792,0.1651284230807594,0.1651284230807594,0.16290312275651953,0.3596003470119784,0.7685563296378688,0.0,,0.2972972972972973,0.3793103448275862,0.7352775798059341,0.7352775798059341,0.16923076923076924,1.1131814190656797,0.45514124975057463,22,2.2225252511923226,0.8847269887919624,2,14.142135623730951,0.47621719912107585,12.0,3.666666666666667,0.5158863773383158,19,14.0,14.0,7.0710678118654755,2,0.5957446808510638,0.4545454545454546,0.4466150870406189,4,15.25
raw,cmor,9.643804591618972,0.761437908496732,128.3685503374773,-3.535075577384365,36,17,1037.863589829102,-8061.603385379705,True,8.604219088507222,11134.633289563264,0.09631628501846837,4.277163321943459e-06,0.43258714598254655,5,863.6134304640339,109.7264110804696,1714.4866756539109,"[3, 9, 16, 20, 24]","[1445.2211992664625, 857.736326862228, 190.89653945709875, 109.7264110804696, 1714.4866756539109]","[0, 7, 15, 15, 15]","[33, 15, 18, 21, 33]",0.05,10,70299194.18745297,2915.6410441356593,-2915.6410441356593,CWT,uc1.l0082986993,599.2497941003975,932.4866756539109,2071.6410441356593,0.0,-8.5,0.0,-8.5,599.2497941003975,1410.067152320169,599.2497941003976,2071.6410441356593,0.0,-4.0,,0.0,7.0,86.7264110804696,10.0,0.0,0.3315097306223673,0.7771073859688755,0.6228514019203972,0.0,0.514018691588785,0.7298251467034691,0.0,1.0,0.27418294634831614,0.12703478856279238,0.12703478856279238,0.11856743163048178,0.07264735009415102,0.0,1.0,,0.0,0.0,0.0,0.0,0.1384615384615385,0.658061969270698,0.27984314252162457,14,1.7746805870451356,0.7648150094170046,10,0,0,0.15482740363833936,0.2344511419953076,14,0,0.0,0.4417013729782104,0.6566658233653004,11,2.0615528128088303,0.8527462276565121,12.25,11.98443579766537,0.48887311382825605,13,cmor,1.0,,,3,10.5,0.0,0.3315097306223674,0.6947570767530006,0.6228514019203972,0.4582988152188715,0.4226804123711339,0.6292129882677133,0.0,0.42067599150052976,0.01616899266148531,0.03515416643035896,0.03515416643035896,0.032582427487937576,0.07264735009415102,0.0,1.0,,0.0,0.0,0.06710500473134307,0.06710500473134307,0.13846153846153847,0.5265759105349628,0.21529861521636573,26,1.6459100306638956,0.6551921173766438,22,2.8284271247461903,0.8952434398242152,24.0,23.833333333333332,0.5031772754676631,20,23.5,23.5,4.949747468305833,2,1.0,0.3181818181818182,0.20454545454545456,6,16.5
raw,gaus1,14.538010396029845,0.7549019607843137,205.2588417390321,-5.277446126492168,36,17,2044.921641503742,,False,8.468273954760516,17626.78611828122,0.1503692237853519,1.990309900820335e-06,0.17886817445195002,6,1453.9660424554138,159.92511732559433,5342.594785678201,"[6, 12, 14, 17, 21, 30]","[933.17413882397, 222.29177574791993, 1881.8377264580965, 159.92511732559433, 183.97271069870044, 5342.594785678201]","[0, 0, 0, 16, 19, 0]","[8, 13, 22, 22, 22, 35]",0.05,20,183943622.0114985,3159.7693186457323,-3159.7693186457323,CWT,uc1.l0082986993,1189.6024060917775,4560.594785678201,2315.7693186457323,0.0,-3.5,0.0,10.0,1189.6024060917775,5815.796254732482,1189.6024060917773,2315.7693186457323,0.0,19.0,,0.0,6.0,136.92511732559433,0.0,1.0,0.1306993083786269,0.5355313357207837,0.41228429284249574,0.9747217015083309,0.4766355140186917,0.0,0.24068316969015074,,0.437481050021001,0.5870469342647838,0.5870469342647838,0.5830414814035919,0.4652947296309527,0.8065163630089142,0.75,,0.9999999999999998,0.3448275862068966,0.09574856944323251,0.09574856944323251,0.8461538461538463,1.9363034219349338,0.8234197686126258,6,1.6409590646050087,0.7071864828016398,11,0,0,0.5499088386534362,0.8327127639288642,5,1,0.11111111111111112,0.4657638597143294,0.6924388900375874,10,2.943920288775949,0.7897199793731465,8.0,7.173913043478261,0.6091457039722876,7,gaus,0.5384615384615384,1.0,0.3230769230769231,1,5.5,0.6309188347672647,0.1306993083786269,0.5418908891655938,0.4122842928424958,0.9678885057082142,0.40206185567010305,0.13751595227189672,0.22727744713354237,,0.025738693705531893,0.16245270971089487,0.16245270971089487,0.16022027743247885,0.4652947296309526,0.8065163630089142,0.8333333333333333,,1.0,0.3448275862068966,0.1507271269086087,0.1507271269086087,0.8461538461538463,1.4865025754361094,0.6077793146325594,9,1.5504484777486958,0.6171914637459324,24,10.606601717798213,0.6071628993408069,16.5,13.090909090909092,0.4980258941148479,21,13.1875,12.5,7.88431988189216,16,0.5611702127659575,0.5068232775936242,0.4551338677857425,3,16.5
raw,shan,10.459108782778067,0.815359477124183,224.62166571471832,-4.456951891125377,36,17,1188.5186008913358,-9704.67331680994,True,8.757406072310562,27792.96153748887,0.11621054246809437,3.736428125489717e-06,0.48109276373771065,9,1040.4315554889115,72.36837263699422,3220.275461882328,"[3, 9, 11, 13, 16, 20, 23, 26, 28]","[2384.561955129056, 1827.3071681816157, 158.15015221245312, 72.36837263699422, 433.75229597130175, 635.6431601431996, 530.1414909334886, 3220.275461882328, 101.68394230976685]","[0, 7, 10, 12, 15, 18, 7, 7, 27]","[33, 21, 21, 21, 21, 21, 25, 33, 33]",0.05,20,87292763.6764489,3484.891866065786,-3484.891866065786,CWT,uc1.l0082986993,776.0679191252751,2438.275461882328,2640.891866065786,0.0,-6.5,0.0,-2.0,776.0679191252751,6455.883999400203,776.0679191252752,2640.891866065786,0.0,-6.5,,0.0,3.0,49.36837263699422,0.0,0.14959913265348418,0.28402734188728207,0.6492911537645023,0.8601246270726322,0.16237459563658985,0.8224299065420562,0.8693520389202618,0.617573145646583,0.5166880164613183,0.15265597302431202,0.26481428413803104,0.26481428413803104,0.2576833242942924,0.5223406282268943,0.3347318377787864,0.0,,0.3513513513513513,0.13793103448275862,0.22326357716481943,0.22326357716481943,0.061538461538461556,0.8610679544382714,0.36617214418533106,12,2.1613294890036303,0.931444929049376,2,0,0,0.2328656944418798,0.3526225119744225,13,0,0.0,0.5479399953983011,0.8146079913832514,3,5.802298395176403,0.5855501146302569,7.5,4.025806451612903,0.5249179144579856,10,shan,0.7692307692307693,,,7,9.25,0.09438491045592971,0.28402734188728207,0.613876624784341,0.8601246270726324,0.5431891175541324,0.5927835051546392,0.7232149004443285,0.5831751681743396,0.21735824362130715,0.009047190403269154,0.07328170120205446,0.07328170120205446,0.0708115889263391,0.5223406282268942,0.3347318377787864,0.33333333333333337,,0.35135135135135137,0.13793103448275862,0.2620925041370533,0.2620925041370533,0.06153846153846154,0.7958691534022134,0.3254032765130468,24,2.0301192498447964,0.8081353810672011,6,12.727922061357855,0.5285954792089683,15.0,9.600000000000001,0.48651996182670637,22,22.0,22.0,,1,0.9361702127659575,,,7,18.25
